Amount,BioGuideID,Description,ExcessReturn,House,Party,PriceChange,Range,ReportDate,Representative,SPYChange,Ticker,TickerType,Transaction,TransactionDate,last_modified
1001.0,J000310,,-4.43450755566169,Representatives,D,-1.35784398140175,"$1,001 - $15,000",2025-09-11,Julie Johnson,3.07666357425993,CI,ST,Sale,2025-08-14,2025-09-12
1001.0,J000310,,-0.655562089111421,Representatives,D,2.42110148514851,"$1,001 - $15,000",2025-09-11,Julie Johnson,3.07666357425993,ABT,ST,Sale,2025-08-14,2025-09-12
1001.0,J000310,,-2.67593080576898,Representatives,D,0.400732768490948,"$1,001 - $15,000",2025-09-11,Julie Johnson,3.07666357425993,BX,ST,Sale,2025-08-14,2025-09-12
1001.0,J000310,,-5.06198116123728,Representatives,D,-1.98531758697735,"$1,001 - $15,000",2025-09-11,Julie Johnson,3.07666357425993,MMM,ST,Sale,2025-08-14,2025-09-12
1001.0,J000310,,-10.1055933401462,Representatives,D,-7.02892976588629,"$1,001 - $15,000",2025-09-11,Julie Johnson,3.07666357425993,DOV,ST,Sale,2025-08-14,2025-09-12
1001.0,J000310,,2.75446597879883,Representatives,D,5.83112955305876,"$1,001 - $15,000",2025-09-11,Julie Johnson,3.07666357425993,LLY,ST,Sale,2025-08-14,2025-09-12
1001.0,J000310,,-5.8938885345807,Representatives,D,-2.81722496032077,"$1,001 - $15,000",2025-09-11,Julie Johnson,3.07666357425993,DE,ST,Sale,2025-08-14,2025-09-12
1001.0,J000310,,-4.86983399018483,Representatives,D,-1.7931704159249,"$1,001 - $15,000",2025-09-11,Julie Johnson,3.07666357425993,MCD,ST,Sale,2025-08-14,2025-09-12
1001.0,J000310,,-11.809549855344,Representatives,D,-8.73288628108411,"$1,001 - $15,000",2025-09-11,Julie Johnson,3.07666357425993,FIS,ST,Sale,2025-08-14,2025-09-12
1001.0,J000310,,0.52795484308728,Representatives,D,3.60461841734721,"$1,001 - $15,000",2025-09-11,Julie Johnson,3.07666357425993,ETN,ST,Sale,2025-08-14,2025-09-12
1001.0,J000310,,-1.32158176959954,Representatives,D,1.7550818046604,"$1,001 - $15,000",2025-09-11,Julie Johnson,3.07666357425993,WMT,ST,Sale,2025-08-14,2025-09-12
1001.0,J000310,,-0.913149766910514,Representatives,D,2.16351380734942,"$1,001 - $15,000",2025-09-11,Julie Johnson,3.07666357425993,MDT,ST,Sale,2025-08-14,2025-09-12
1001.0,J000310,,-6.25657989225156,Representatives,D,-3.17991631799163,"$1,001 - $15,000",2025-09-11,Julie Johnson,3.07666357425993,PGR,ST,Sale,2025-08-14,2025-09-12
1001.0,J000310,,-4.86583393252409,Representatives,D,-1.78917035826416,"$1,001 - $15,000",2025-09-11,Julie Johnson,3.07666357425993,RSG,ST,Sale,2025-08-14,2025-09-12
1001.0,J000310,,-7.08851767760339,Representatives,D,-4.01185410334346,"$1,001 - $15,000",2025-09-11,Julie Johnson,3.07666357425993,CMCSA,ST,Sale,2025-08-14,2025-09-12
1001.0,J000310,,3.01828668389396,Representatives,D,6.09495025815389,"$1,001 - $15,000",2025-09-11,Julie Johnson,3.07666357425993,WFC,ST,Sale,2025-08-14,2025-09-12
1001.0,J000310,,3.11317938420005,Representatives,D,6.18984295845998,"$1,001 - $15,000",2025-09-11,Julie Johnson,3.07666357425993,GD,ST,Sale,2025-08-14,2025-09-12
1001.0,J000310,,0.45849201007598,Representatives,D,3.53515558433591,"$1,001 - $15,000",2025-09-11,Julie Johnson,3.07666357425993,AJG,ST,Sale,2025-08-14,2025-09-12
1001.0,J000310,,-1.8976068196636,Representatives,D,1.17905675459633,"$1,001 - $15,000",2025-09-11,Julie Johnson,3.07666357425993,HD,ST,Sale,2025-08-14,2025-09-12
1001.0,J000310,,4.31333266492775,Representatives,D,7.38999623918768,"$1,001 - $15,000",2025-09-11,Julie Johnson,3.07666357425993,TJX,ST,Sale,2025-08-14,2025-09-12
1001.0,J000310,,42.6820213290985,Representatives,D,45.7586849033584,"$1,001 - $15,000",2025-09-11,Julie Johnson,3.07666357425993,STX,ST,Sale,2025-08-14,2025-09-12
1001.0,J000310,,3.75887376975199,Representatives,D,6.83553734401192,"$1,001 - $15,000",2025-09-11,Julie Johnson,3.07666357425993,XOM,ST,Sale,2025-08-14,2025-09-12
1001.0,J000310,,-2.2355962888771,Representatives,D,0.841067285382835,"$1,001 - $15,000",2025-09-11,Julie Johnson,3.07666357425993,CVX,ST,Sale,2025-08-14,2025-09-12
1001.0,J000310,,-2.78717560610362,Representatives,D,0.289487968156317,"$1,001 - $15,000",2025-09-11,Julie Johnson,3.07666357425993,COF,ST,Sale,2025-08-14,2025-09-12
1001.0,J000310,,0.403189905593555,Representatives,D,3.47985347985349,"$1,001 - $15,000",2025-09-11,Julie Johnson,3.07666357425993,JNJ,ST,Sale,2025-08-14,2025-09-12
1001.0,J000310,,2.87187911338515,Representatives,D,5.94854268764508,"$1,001 - $15,000",2025-09-11,Julie Johnson,3.07666357425993,RTX,ST,Sale,2025-08-14,2025-09-12
1001.0,J000310,,-10.462774400149,Representatives,D,-7.38611082588905,"$1,001 - $15,000",2025-09-11,Julie Johnson,3.07666357425993,APD,ST,Sale,2025-08-14,2025-09-12
1001.0,J000310,,-4.62217727813377,Representatives,D,-1.54551370387384,"$1,001 - $15,000",2025-09-11,Julie Johnson,3.07666357425993,MSFT,ST,Sale,2025-08-14,2025-09-12
1001.0,J000310,,1.32532978122181,Representatives,D,4.40199335548174,"$1,001 - $15,000",2025-09-11,Julie Johnson,3.07666357425993,NEE,ST,Sale,2025-08-14,2025-09-12
1001.0,J000310,,5.29249804387569,Representatives,D,8.36916161813562,"$1,001 - $15,000",2025-09-11,Julie Johnson,3.07666357425993,ABBV,ST,Sale,2025-08-14,2025-09-12
1001.0,J000310,,-10.6378432437851,Representatives,D,-7.56117966952521,"$1,001 - $15,000",2025-09-11,Julie Johnson,3.07666357425993,BMY,ST,Sale,2025-08-14,2025-09-12
1001.0,J000310,,0.24256844656662,Representatives,D,3.31923202082655,"$1,001 - $15,000",2025-09-11,Julie Johnson,3.07666357425993,MDLZ,ST,Sale,2025-08-14,2025-09-12
1001.0,J000310,,16.4026919991026,Representatives,D,19.4793555733626,"$1,001 - $15,000",2025-09-11,Julie Johnson,3.07666357425993,IBM,ST,Sale,2025-08-14,2025-09-12
1001.0,J000310,,-5.23456907640761,Representatives,D,-2.15790550214768,"$1,001 - $15,000",2025-09-11,Julie Johnson,3.07666357425993,SCHW,ST,Sale,2025-08-14,2025-09-12
1001.0,J000310,,-3.86327330011749,Representatives,D,-0.786609725857553,"$1,001 - $15,000",2025-09-11,Julie Johnson,3.07666357425993,CMS,ST,Sale,2025-08-14,2025-09-12
1001.0,J000310,,-3.60539920644383,Representatives,D,-0.528735632183901,"$1,001 - $15,000",2025-09-11,Julie Johnson,3.07666357425993,VZ,ST,Sale,2025-08-14,2025-09-12
1001.0,J000310,,-0.0905917235121283,Representatives,D,2.9860718507478,"$1,001 - $15,000",2025-09-11,Julie Johnson,3.07666357425993,PNC,ST,Sale,2025-08-14,2025-09-12
1001.0,F000450,,-5.47163805404006,Representatives,R,-2.39497447978013,"$1,001 - $15,000",2025-09-08,Virginia Foxx,3.07666357425993,ARLP,ST,Purchase,2025-08-14,2025-09-10
1001.0,F000110,,6.06501526412825,Representatives,D,9.14167883838818,"$1,001 - $15,000",2025-09-03,Cleo Fields,3.07666357425993,AAPL,ST,Purchase,2025-08-14,2025-09-04
1001.0,T000490,,4.80241058728943,Representatives,R,7.87907416154937,"$1,001 - $15,000",2025-09-02,David J. Taylor,3.07666357425993,PLD,ST,Purchase,2025-08-14,2025-09-03
1001.0,T000490,,18.0051501270708,Representatives,R,21.0818137013307,"$1,001 - $15,000",2025-09-02,David J. Taylor,3.07666357425993,MPC,ST,Purchase,2025-08-14,2025-09-03
1001.0,T000490,,2.75446597879883,Representatives,R,5.83112955305876,"$1,001 - $15,000",2025-09-02,David J. Taylor,3.07666357425993,LLY,ST,Purchase,2025-08-14,2025-09-03
15001.0,T000490,,2.75446597879883,Representatives,R,5.83112955305876,"$15,001 - $50,000",2025-09-02,David J. Taylor,3.07666357425993,LLY,ST,Purchase,2025-08-14,2025-09-03
1001.0,J000309,,14.9278042560439,Representatives,D,18.0062065230974,"$1,001 - $15,000",2025-09-23,Jonathan Jackson,3.0784022670535,IBM,ST,Sale,2025-08-13,2025-09-24
1001.0,J000309,,20.5350509838365,Representatives,D,23.61345325089,"$1,001 - $15,000",2025-09-23,Jonathan Jackson,3.0784022670535,LRCX,ST,Purchase,2025-08-13,2025-09-24
1001.0,M001136,,5.64523323204645,Representatives,R,8.72363549909996,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,3.0784022670535,ELV,ST,Sale,2025-08-13,2025-09-15
1001.0,M001136,,-9.03832691168443,Representatives,R,-5.95992464463093,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,3.0784022670535,TXRH,ST,Purchase,2025-08-13,2025-09-15
1001.0,C001123,,-5.68258648023949,Representatives,D,-2.60418421318599,"$1,001 - $15,000",2025-09-12,Gilbert Cisneros,3.0784022670535,WAT,ST,Purchase,2025-08-13,2025-09-15
1001.0,M001136,,0.170061297476783,Representatives,R,3.24846356453029,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,3.0784022670535,BL,ST,Purchase,2025-08-13,2025-09-15
1001.0,M001136,,-10.2584390092458,Representatives,R,-7.18003674219227,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,3.0784022670535,IBN,ST,Sale,2025-08-13,2025-09-15
1001.0,M001136,,-1.16684077465369,Representatives,R,1.91156149239981,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,3.0784022670535,KRG,ST,Purchase,2025-08-13,2025-09-15
1001.0,M001136,,-3.21896451604949,Representatives,R,-0.140562248995985,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,3.0784022670535,LI,ST,Purchase,2025-08-13,2025-09-15
1001.0,M001136,,23.4783469327552,Representatives,R,26.5567491998087,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,3.0784022670535,UNH,ST,Purchase,2025-08-13,2025-09-15
1001.0,M001136,,-15.4703331027884,Representatives,R,-12.3919308357349,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,3.0784022670535,CART,ST,Purchase,2025-08-13,2025-09-15
1001.0,M001136,,-10.510646881369,Representatives,R,-7.4322446143155,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,3.0784022670535,CL,ST,Purchase,2025-08-13,2025-09-15
1001.0,M001136,,-15.1467223419248,Representatives,R,-12.0683200748713,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,3.0784022670535,FCX,ST,Purchase,2025-08-13,2025-09-15
1001.0,M001136,,-11.9712163287457,Representatives,R,-8.89281406169221,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,3.0784022670535,TYL,ST,Purchase,2025-08-13,2025-09-15
1001.0,M001136,,-8.41517868194483,Representatives,R,-5.33677641489133,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,3.0784022670535,SAP,ST,Sale,2025-08-13,2025-09-15
1001.0,M001136,,3.25755615159509,Representatives,R,6.33595841864859,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,3.0784022670535,IBKR,ST,Purchase,2025-08-13,2025-09-15
1001.0,M001136,,-2.09648539455024,Representatives,R,0.981916872503269,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,3.0784022670535,DUOL,ST,Sale,2025-08-13,2025-09-15
1001.0,M001136,,-6.90435018847882,Representatives,R,-3.82594792142532,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,3.0784022670535,CSGP,ST,Purchase,2025-08-13,2025-09-15
1001.0,M001136,,1.10245419262334,Representatives,R,4.18085645967684,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,3.0784022670535,ANET,ST,Purchase,2025-08-13,2025-09-15
1001.0,M001136,,-3.74934243799367,Representatives,R,-0.670940170940169,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,3.0784022670535,INFY,ST,Sale,2025-08-13,2025-09-15
1001.0,M001136,,-0.346991037918456,Representatives,R,2.73141122913505,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,3.0784022670535,CUBE,ST,Sale,2025-08-13,2025-09-15
1001.0,M001136,,3.23698913594663,Representatives,R,6.31539140300013,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,3.0784022670535,FTNT,ST,Purchase,2025-08-13,2025-09-15
1001.0,M001136,,-2.00894780899054,Representatives,R,1.06945445806297,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,3.0784022670535,NNN,ST,Sale,2025-08-13,2025-09-15
1001.0,M001136,,-8.64145014298068,Representatives,R,-5.56304787592717,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,3.0784022670535,NWG,ST,Purchase,2025-08-13,2025-09-15
1001.0,M001136,,-7.41954255567428,Representatives,R,-4.34114028862077,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,3.0784022670535,FCN,ST,Purchase,2025-08-13,2025-09-15
1001.0,C001123,,-13.2161222364491,Representatives,D,-10.1377199693956,"$1,001 - $15,000",2025-09-12,Gilbert Cisneros,3.0784022670535,AVTR,ST,Sale,2025-08-13,2025-09-15
1001.0,M001136,,-7.64825773849192,Representatives,R,-4.56985547143841,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,3.0784022670535,EXPO,ST,Purchase,2025-08-13,2025-09-15
1001.0,M001136,,-5.09168578718634,Representatives,R,-2.01328352013283,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,3.0784022670535,ADC,ST,Purchase,2025-08-13,2025-09-15
1001.0,M001136,,-2.09257857469567,Representatives,R,0.985823692357836,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,3.0784022670535,TTE,ST,Purchase,2025-08-13,2025-09-15
1001.0,M001136,,8.29212061384152,Representatives,R,11.370522880895,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,3.0784022670535,DDOG,ST,Purchase,2025-08-13,2025-09-15
1001.0,M001136,,-8.71071234692027,Representatives,R,-5.63231007986676,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,3.0784022670535,VRSK,ST,Sale,2025-08-13,2025-09-15
1001.0,M001136,,-6.12989622763838,Representatives,R,-3.05149396058488,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,3.0784022670535,USFD,ST,Sale,2025-08-13,2025-09-15
1001.0,M001136,,-1.61748747433514,Representatives,R,1.46091479271837,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,3.0784022670535,LNT,ST,Sale,2025-08-13,2025-09-15
1001.0,M001136,,7.21775581150733,Representatives,R,10.2961580785608,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,3.0784022670535,GWRE,ST,Sale,2025-08-13,2025-09-15
1001.0,M001136,,5.3783802613993,Representatives,R,8.4567825284528,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,3.0784022670535,JD,ST,Purchase,2025-08-13,2025-09-15
1001.0,M001136,,-2.04959568269136,Representatives,R,1.02880658436214,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,3.0784022670535,TM,ST,Purchase,2025-08-13,2025-09-15
1001.0,M001136,,1.70746339325543,Representatives,R,4.78586566030894,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,3.0784022670535,TPL,ST,Sale,2025-08-13,2025-09-15
1001.0,M001136,,-5.35882547313464,Representatives,R,-2.28042320608113,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,3.0784022670535,INTU,ST,Purchase,2025-08-13,2025-09-15
1001.0,M001136,,-2.24979675273749,Representatives,R,0.828605514316017,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,3.0784022670535,AKAM,ST,Purchase,2025-08-13,2025-09-15
1001.0,C001123,,-10.6996493802175,Representatives,D,-7.62124711316398,"$1,001 - $15,000",2025-09-12,Gilbert Cisneros,3.0784022670535,RVTY,ST,Purchase,2025-08-13,2025-09-15
1001.0,M001136,,-6.96216651380503,Representatives,R,-3.88376424675153,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,3.0784022670535,DPZ,ST,Purchase,2025-08-13,2025-09-15
1001.0,M001136,,-2.28539698035159,Representatives,R,0.793005286701913,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,3.0784022670535,EQNR,ST,Sale,2025-08-13,2025-09-15
1001.0,M001136,,-13.3433029293052,Representatives,R,-10.2649006622517,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,3.0784022670535,TTD,ST,Sale,2025-08-13,2025-09-15
1001.0,M001136,,-24.8285679718242,Representatives,R,-21.7501657047707,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,3.0784022670535,SNPS,ST,Purchase,2025-08-13,2025-09-15
1001.0,M001136,,-18.3287816297242,Representatives,R,-15.2503793626707,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,3.0784022670535,FUN,ST,Sale,2025-08-13,2025-09-15
1001.0,M001136,,33.5709419546738,Representatives,R,36.6493442217273,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,3.0784022670535,BILL,ST,Sale,2025-08-13,2025-09-15
1001.0,M001136,,3.54401640826939,Representatives,R,6.62241867532289,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,3.0784022670535,YUM,ST,Sale,2025-08-13,2025-09-15
1001.0,M001136,,1.4914101771263,Representatives,R,4.5698124441798,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,3.0784022670535,APPF,ST,Purchase,2025-08-13,2025-09-15
1001.0,M001136,,-3.18793129224517,Representatives,R,-0.10952902519167,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,3.0784022670535,OGE,ST,Purchase,2025-08-13,2025-09-15
1001.0,M001136,,-2.81722382994527,Representatives,R,0.261178437108232,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,3.0784022670535,CVLT,ST,Purchase,2025-08-13,2025-09-15
1001.0,M001136,,7.07797442702736,Representatives,R,10.1563766940809,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,3.0784022670535,NOW,ST,Sale,2025-08-13,2025-09-15
1001.0,M001136,,-13.3349017624073,Representatives,R,-10.2564994953538,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,3.0784022670535,BURL,ST,Purchase,2025-08-13,2025-09-15
1001.0,M001136,,-0.861556211953273,Representatives,R,2.21684605510023,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,3.0784022670535,PFGC,ST,Purchase,2025-08-13,2025-09-15
1001.0,M001136,,-10.9104795706736,Representatives,R,-7.83207730362014,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,3.0784022670535,WSO,ST,Sale,2025-08-13,2025-09-15
50001.0,M001236,,-6.40734963547456,Representatives,R,-3.32894736842105,"$50,001 - $100,000",2025-09-03,Tim Moore,3.0784022670535,HY,ST,Sale,2025-08-13,2025-09-04
250001.0,F000110,,11.0079131736357,Representatives,D,14.0863154406892,"$250,001 - $500,000",2025-09-03,Cleo Fields,3.0784022670535,TSM,ST,Purchase,2025-08-13,2025-09-04
100001.0,F000110,,-7.4644908733503,Representatives,D,-4.38608860629679,"$100,001 - $250,000",2025-09-03,Cleo Fields,3.0784022670535,META,ST,Purchase,2025-08-13,2025-09-04
100001.0,F000110,,-3.03159352207856,Representatives,D,0.0468087449749479,"$100,001 - $250,000",2025-09-03,Cleo Fields,3.0784022670535,NVDA,ST,Purchase,2025-08-13,2025-09-04
100001.0,F000110,,-3.03159352207856,Representatives,D,0.0468087449749479,"$100,001 - $250,000",2025-09-03,Cleo Fields,3.0784022670535,NVDA,ST,Purchase,2025-08-13,2025-09-04
100001.0,M001236,,53.0197075439276,Representatives,R,56.0981098109811,"$100,001 - $250,000",2025-09-03,Tim Moore,3.0784022670535,INTC,ST,Sale,2025-08-13,2025-09-04
50001.0,F000110,,-6.54425896825219,Representatives,D,-3.46585670119868,"$50,001 - $100,000",2025-09-03,Cleo Fields,3.0784022670535,PLTR,ST,Purchase,2025-08-13,2025-09-04
1001.0,F000110,,11.0079131736357,Representatives,D,14.0863154406892,"$1,001 - $15,000",2025-09-03,Cleo Fields,3.0784022670535,TSM,ST,Purchase,2025-08-13,2025-09-04
100001.0,F000110,,-3.03159352207856,Representatives,D,0.0468087449749479,"$100,001 - $250,000",2025-09-03,Cleo Fields,3.0784022670535,NVDA,ST,Purchase,2025-08-13,2025-09-04
50001.0,F000110,,5.65691754271064,Representatives,D,8.73531980976415,"$50,001 - $100,000",2025-09-03,Cleo Fields,3.0784022670535,AVGO,ST,Purchase,2025-08-13,2025-09-04
1001.0,T000490,,-4.15853655401891,Representatives,R,-1.0801342869654,"$1,001 - $15,000",2025-09-02,David J. Taylor,3.0784022670535,V,ST,Purchase,2025-08-13,2025-09-03
1001.0,T000490,,-4.65487739735399,Representatives,R,-1.57647513030049,"$1,001 - $15,000",2025-09-02,David J. Taylor,3.0784022670535,PG,ST,Purchase,2025-08-13,2025-09-03
1001.0,T000490,,-4.15853655401891,Representatives,R,-1.0801342869654,"$1,001 - $15,000",2025-09-02,David J. Taylor,3.0784022670535,V,ST,Purchase,2025-08-13,2025-09-03
1001.0,M001232,,-0.619659143199527,Representatives,D,2.45874312385398,"$1,001 - $15,000",2025-09-02,April Mcclain Delaney,3.0784022670535,VIK,ST,Sale,2025-08-13,2025-09-03
1001.0,T000490,,-11.929989131849,Representatives,R,-8.85158686479545,"$1,001 - $15,000",2025-09-02,David J. Taylor,3.0784022670535,IBP,ST,Sale,2025-08-13,2025-09-03
1001.0,C001123,,-10.66531610792,Representatives,D,-7.22748815165877,"$1,001 - $15,000",2025-09-12,Gilbert Cisneros,3.43782795626122,AVTR,ST,Sale,2025-08-12,2025-09-15
1001.0,C001123,,-2.18397533647976,Representatives,D,1.25385261978147,"$1,001 - $15,000",2025-09-12,Gilbert Cisneros,3.43782795626122,WAT,ST,Purchase,2025-08-12,2025-09-15
1001.0,G000583,,-2.81123176929204,Representatives,D,0.626596186969179,"$1,001 - $15,000",2025-09-05,Josh Gottheimer,3.43782795626122,V,ST,Sale,2025-08-12,2025-09-08
1001.0,G000583,,17.2324024820401,Representatives,D,20.6702304383013,"$1,001 - $15,000",2025-09-05,Josh Gottheimer,3.43782795626122,IBM,ST,Sale,2025-08-12,2025-09-08
15001.0,M001236,,-4.36824866823533,Representatives,R,-0.930420711974107,"$15,001 - $50,000",2025-09-03,Tim Moore,3.43782795626122,HY,ST,Purchase,2025-08-12,2025-09-04
1001.0,B001236,,7.12228430640429,Senate,R,11.6643173580346,"$1,001 - $15,000",2025-09-12,John Boozman,4.54203305163035,ABBV,Stock,Sale (Partial),2025-08-11,2025-09-12
1001.0,B001236,,9.48775190476271,Senate,R,14.0297849563931,"$1,001 - $15,000",2025-09-12,John Boozman,4.54203305163035,LLY,Stock,Purchase,2025-08-11,2025-09-12
1001.0,J000310,,-9.92436026072921,Representatives,D,-5.38232720909886,"$1,001 - $15,000",2025-09-11,Julie Johnson,4.54203305163035,CME,ST,Purchase,2025-08-11,2025-09-12
1001.0,J000310,,-0.0302282410481478,Representatives,D,4.51180481058221,"$1,001 - $15,000",2025-09-11,Julie Johnson,4.54203305163035,BLK,ST,Sale,2025-08-11,2025-09-12
15001.0,M001236,,63.4240686432849,Representatives,R,67.9661016949153,"$15,001 - $50,000",2025-09-03,Tim Moore,4.54203305163035,INTC,ST,Purchase,2025-08-11,2025-09-04
15001.0,M001232,,-20.2067638631199,Representatives,D,-15.6647308114896,"$15,001 - $50,000",2025-09-02,April Mcclain Delaney,4.54203305163035,CNM,ST,Sale,2025-08-11,2025-09-03
1001.0,C001123,TICKER 8306JP,7.63647029588404,Representatives,D,11.8055555555556,"$1,001 - $15,000",2025-09-12,Gilbert Cisneros,4.16908525967152,MBFJF,ST,Purchase,2025-08-08,2025-09-15
1001.0,C001123,,24.6634693837255,Representatives,D,28.9913281606572,"$1,001 - $15,000",2025-09-12,Gilbert Cisneros,4.32785877693175,INSM,ST,Sale,2025-08-08,2025-09-15
1001.0,C001123,,7.69102284979302,Representatives,D,12.0188816267248,"$1,001 - $15,000",2025-09-12,Gilbert Cisneros,4.32785877693175,RARE,ST,Purchase,2025-08-08,2025-09-15
1001.0,C001123,,7.44758132611677,Representatives,D,11.7754401030485,"$1,001 - $15,000",2025-09-12,Gilbert Cisneros,4.32785877693175,BBIO,ST,Purchase,2025-08-08,2025-09-15
15001.0,M001236,,69.5317903458753,Representatives,R,73.859649122807,"$15,001 - $50,000",2025-09-03,Tim Moore,4.32785877693175,INTC,ST,Purchase,2025-08-08,2025-09-04
1001.0,M001236,,31.6053182453426,Representatives,R,35.9331770222743,"$1,001 - $15,000",2025-09-03,Tim Moore,4.32785877693175,CNC,ST,Purchase,2025-08-08,2025-09-04
15001.0,M001236,,32.7815915797983,Representatives,R,37.10945035673,"$15,001 - $50,000",2025-09-03,Tim Moore,4.32785877693175,UNH,ST,Purchase,2025-08-08,2025-09-04
1001.0,S000510,,3.25404684374752,Representatives,D,7.58190562067927,"$1,001 - $15,000",2025-08-08,Adam Smith,4.32785877693175,ABBNY,ST,Sale,2025-08-08,2025-08-11
1001.0,S000510,,19.4978878162837,Representatives,D,23.8257465932154,"$1,001 - $15,000",2025-08-08,Adam Smith,4.32785877693175,NEM,ST,Sale,2025-08-08,2025-08-11
1001.0,S000510,,-2.62902394637051,Representatives,D,1.69883483056123,"$1,001 - $15,000",2025-08-08,Adam Smith,4.32785877693175,DIS,ST,Sale,2025-08-08,2025-08-11
1001.0,S000510,,-4.68614162495467,Representatives,D,-0.358282848022919,"$1,001 - $15,000",2025-08-08,Adam Smith,4.32785877693175,PG,ST,Sale,2025-08-08,2025-08-11
15001.0,B001236,,,Senate,R,,"$15,001 - $50,000",2025-09-12,John Boozman,,EMRZX,Stock,Sale (Partial),2025-08-07,2025-09-12
15001.0,B001236,,,Senate,R,,"$15,001 - $50,000",2025-09-12,John Boozman,,RNWGX,Stock,Purchase,2025-08-07,2025-09-12
1001.0,B001236,,-11.3504268388745,Senate,R,-6.22389791183296,"$1,001 - $15,000",2025-09-12,John Boozman,5.12652892704159,AMD,Stock,Purchase,2025-08-07,2025-09-12
1001.0,H001094,,-17.0385901076677,Representatives,D,-11.9120611806261,"$1,001 - $15,000",2025-09-12,Valerie Hoyle,5.12652892704159,TYL,ST,Purchase,2025-08-07,2025-09-15
1001.0,C001123,TICKER RMFSP,-6.15046707443713,Representatives,D,-1.02393814739554,"$1,001 - $15,000",2025-09-12,Gilbert Cisneros,5.12652892704159,HESAF,ST,Purchase,2025-08-07,2025-09-15
1001.0,H001094,,-16.5230264573514,Representatives,D,-11.3964975303098,"$1,001 - $15,000",2025-09-12,Valerie Hoyle,5.12652892704159,BNTX,ST,Sale,2025-08-07,2025-09-15
15001.0,M001136,,-7.09324602235173,Representatives,R,-1.96671709531013,"$15,001 - $50,000",2025-09-12,Lisa Mcclain,5.12652892704159,BBAI,ST,Purchase,2025-08-07,2025-09-15
1001.0,H001094,,5.05940383761129,Representatives,D,10.1859327646529,"$1,001 - $15,000",2025-09-12,Valerie Hoyle,5.12652892704159,URI,ST,Purchase,2025-08-07,2025-09-15
1001.0,F000483,PARAMOUNT CLASS B STOCK (PARA) EXCHANGED FOR PARAMOUNT SKYDANCE CLASS B STOCK (PSKY) FOLLOWING MERGER,61.1426363199771,Representatives,D,66.2691652470187,"$1,001 - $15,000",2025-09-09,Laura Friedman,5.12652892704159,PSKY,ST,Exchange,2025-08-07,2025-09-10
1001.0,D000032,,-4.44932802410706,Representatives,R,0.677200902934535,"$1,001 - $15,000",2025-09-05,Byron Donalds,5.12652892704159,DECK,ST,Sale,2025-08-07,2025-09-08
1001.0,D000032,,-4.44932802410706,Representatives,R,0.677200902934535,"$1,001 - $15,000",2025-09-05,Byron Donalds,5.12652892704159,DECK,ST,Sale,2025-08-07,2025-09-08
