bioguide_id,first_name,middle_name,nick_name,last_name,suffix,title,chamber,State,state_abbr,District,Party,Terms,URL,name_slug
W000822,Bonnie,,,Watson Coleman,,Representative,house,New Jersey,NJ,12,Democratic,House: 2015-Present,https://www.congress.gov/member/bonnie-watson-coleman/W000822,bonnie-watson-coleman
W000814,Randy,K. Sr.,,Weber,,Representative,house,Texas,TX,14,Republican,House: 2013-Present,https://www.congress.gov/member/randy-weber/W000814,randy-weber
W000806,Daniel,,,Webster,,Representative,house,Florida,FL,11,Republican,House: 2011-Present,https://www.congress.gov/member/daniel-webster/W000806,daniel-webster
W000800,Peter,,,Welch,,Senator,senate,Vermont,VT,,Democratic,Senate: 2023-Present | House: 2007-2023,https://www.congress.gov/member/peter-welch/W000800,peter-welch
W000821,Bruce,,,Westerman,,Representative,house,Arkansas,AR,4,Republican,House: 2015-Present,https://www.congress.gov/member/bruce-westerman/W000821,bruce-westerman
W000802,Sheldon,,,Whitehouse,,Senator,senate,Rhode Island,RI,,Democratic,Senate: 2007-Present,https://www.congress.gov/member/sheldon-whitehouse/W000802,sheldon-whitehouse
W000830,George,,,Whitesides,,Representative,house,California,CA,27,Democratic,House: 2025-Present,https://www.congress.gov/member/george-whitesides/W000830,george-whitesides
W000437,Roger,F.,,Wicker,,Senator,senate,Mississippi,MS,,Republican,Senate: 2007-Present | House: 1995-2007,https://www.congress.gov/member/roger-wicker/W000437,roger-wicker
W000829,Tony,,,Wied,,Representative,house,Wisconsin,WI,8,Republican,House: 2024-Present,https://www.congress.gov/member/tony-wied/W000829,tony-wied
W000788,Nikema,,,Williams,,Representative,house,Georgia,GA,5,Democratic,House: 2021-Present,https://www.congress.gov/member/nikema-williams/W000788,nikema-williams
W000816,Roger,,,Williams,,Representative,house,Texas,TX,25,Republican,House: 2013-Present,https://www.congress.gov/member/roger-williams/W000816,roger-williams
W000808,Frederica,S.,,Wilson,,Representative,house,Florida,FL,24,Democratic,House: 2011-Present,https://www.congress.gov/member/frederica-wilson/W000808,frederica-wilson
W000795,Joe,,,Wilson,,Representative,house,South Carolina,SC,2,Republican,House: 2001-Present,https://www.congress.gov/member/joe-wilson/W000795,joe-wilson
W000804,Robert,J.,,Wittman,,Representative,house,Virginia,VA,1,Republican,House: 2007-Present,https://www.congress.gov/member/robert-wittman/W000804,robert-wittman
W000809,Steve,,,Womack,,Representative,house,Arkansas,AR,3,Republican,House: 2011-Present,https://www.congress.gov/member/steve-womack/W000809,steve-womack
W000779,Ron,,,Wyden,,Senator,senate,Oregon,OR,,Democratic,Senate: 1996-Present | House: 1981-1996,https://www.congress.gov/member/ron-wyden/W000779,ron-wyden
Y000067,Rudy,,,Yakym,,Representative,house,Indiana,IN,2,Republican,House: 2022-Present,https://www.congress.gov/member/rudy-yakym/Y000067,rudy-yakym
Y000064,Todd,,,Young,,Senator,senate,Indiana,IN,,Republican,Senate: 2017-Present | House: 2011-2017,https://www.congress.gov/member/todd-young/Y000064,todd-young
Z000018,Ryan,K.,,Zinke,,Representative,house,Montana,MT,1,Republican,"House: 2015-2017, 2023-Present",https://www.congress.gov/member/ryan-zinke/Z000018,ryan-zinke
