filename,first_name,last_name,title,state,party,terms,nananame,,bioguide_id
GBilirakis.jpg,Gus M.,Bilirakis,Representative,Florida,Republican,House: 2007-Present,"Bilirakis, Gus M. - Representative",,B001257
GBilirakis1.jpg,Gus M.,Bilirakis,Representative,Florida,Republican,House: 2007-Present,"Bilirakis, Gus M. - Representative",,B001257
GBilirakis2.jpg,Gus M.,Bilirakis,Representative,Florida,Republican,House: 2007-Present,"Bilirakis, Gus M. - Representative",,B001257
GBilirakis3.jpg,Gus M.,Bilirakis,Representative,Florida,Republican,House: 2007-Present,"Bilirakis, Gus M. - Representative",,B001257
GBilirakis4.jpg,Gus M.,Bilirakis,Representative,Florida,Republican,House: 2007-Present,"Bilirakis, Gus M. - Representative",,B001257
SBishop.jpg,Sanford D.,Bishop,Representative,Georgia,Democratic,House: 1993-Present,"Bishop, Sanford D. - Representative",,B000490
SBishop1.jpg,Sanford D.,Bishop,Representative,Georgia,Democratic,House: 1993-Present,"Bishop, Sanford D. - Representative",,B000490
SBishop2.jpg,Sanford D.,Bishop,Representative,Georgia,Democratic,House: 1993-Present,"Bishop, Sanford D. - Representative",,B000490
SBishop3.jpg,Sanford D.,Bishop,Representative,Georgia,Democratic,House: 1993-Present,"Bishop, Sanford D. - Representative",,B000490
SBishop4.jpg,Sanford D.,Bishop,Representative,Georgia,Democratic,House: 1993-Present,"Bishop, Sanford D. - Representative",,B000490
MBlackburn.jpg,Marsha,Blackburn,Senator,Tennessee,Republican,Senate: 2019-Present | House: 2003-2019,"Blackburn, Marsha - Senator",,B001243
MBlackburn1.jpg,Marsha,Blackburn,Senator,Tennessee,Republican,Senate: 2019-Present | House: 2003-2019,"Blackburn, Marsha - Senator",,B001243
MBlackburn2.jpg,Marsha,Blackburn,Senator,Tennessee,Republican,Senate: 2019-Present | House: 2003-2019,"Blackburn, Marsha - Senator",,B001243
MBlackburn3.jpg,Marsha,Blackburn,Senator,Tennessee,Republican,Senate: 2019-Present | House: 2003-2019,"Blackburn, Marsha - Senator",,B001243
MBlackburn4.jpg,Marsha,Blackburn,Senator,Tennessee,Republican,Senate: 2019-Present | House: 2003-2019,"Blackburn, Marsha - Senator",,B001243
RBlumenthal.jpg,Richard,Blumenthal,Senator,Connecticut,Democratic,Senate: 2011-Present,"Blumenthal, Richard - Senator",,B001277
RBlumenthal1.jpg,Richard,Blumenthal,Senator,Connecticut,Democratic,Senate: 2011-Present,"Blumenthal, Richard - Senator",,B001277
RBlumenthal2.jpg,Richard,Blumenthal,Senator,Connecticut,Democratic,Senate: 2011-Present,"Blumenthal, Richard - Senator",,B001277
RBlumenthal3.jpg,Richard,Blumenthal,Senator,Connecticut,Democratic,Senate: 2011-Present,"Blumenthal, Richard - Senator",,B001277
RBlumenthal4.jpg,Richard,Blumenthal,Senator,Connecticut,Democratic,Senate: 2011-Present,"Blumenthal, Richard - Senator",,B001277
LBlunt Rochester.jpg,Lisa,Blunt Rochester,Senator,Delaware,Democratic,Senate: 2025-Present | House: 2017-2025,"Blunt Rochester, Lisa - Senator",,B001303
LBlunt Rochester1.jpg,Lisa,Blunt Rochester,Senator,Delaware,Democratic,Senate: 2025-Present | House: 2017-2025,"Blunt Rochester, Lisa - Senator",,B001303
LBlunt Rochester2.jpg,Lisa,Blunt Rochester,Senator,Delaware,Democratic,Senate: 2025-Present | House: 2017-2025,"Blunt Rochester, Lisa - Senator",,B001303
LBlunt Rochester3.jpg,Lisa,Blunt Rochester,Senator,Delaware,Democratic,Senate: 2025-Present | House: 2017-2025,"Blunt Rochester, Lisa - Senator",,B001303
LBlunt Rochester4.jpg,Lisa,Blunt Rochester,Senator,Delaware,Democratic,Senate: 2025-Present | House: 2017-2025,"Blunt Rochester, Lisa - Senator",,B001303
LBoebert.jpg,Lauren,Boebert,Representative,Colorado,Republican,House: 2021-Present,"Boebert, Lauren - Representative",,B000825
LBoebert1.jpg,Lauren,Boebert,Representative,Colorado,Republican,House: 2021-Present,"Boebert, Lauren - Representative",,B000825
LBoebert2.jpg,Lauren,Boebert,Representative,Colorado,Republican,House: 2021-Present,"Boebert, Lauren - Representative",,B000825
LBoebert3.jpg,Lauren,Boebert,Representative,Colorado,Republican,House: 2021-Present,"Boebert, Lauren - Representative",,B000825
LBoebert4.jpg,Lauren,Boebert,Representative,Colorado,Republican,House: 2021-Present,"Boebert, Lauren - Representative",,B000825
SBonamici.jpg,Suzanne,Bonamici,Representative,Oregon,Democratic,House: 2012-Present,"Bonamici, Suzanne - Representative",,B001278
