first_name,last_name,committee,subcommittee,cid,fec_id,match_method,match_score,matched_name,status
Josh,Riley,"Science, Space, and Technology",,N00049916,H8NY22177,alias-gated-fuzzy,1.000,Josh Riley,matched
James,Risch,Committee on Energy and Natural Resources,Subcommittee on Energy,,,no-bucket,0.000,,unmatched
James,Risch,Committee on Energy and Natural Resources,"Subcommittee on Public Lands, Forests, and Mining",,,no-bucket,0.000,,unmatched
James,Risch,Committee on Energy and Natural Resources,Subcommittee on Water and Power,,,no-bucket,0.000,,unmatched
James,Risch,Committee on Foreign Relations,Subcommittee on Africa and Global Health Policy,,,no-bucket,0.000,,unmatched
James,Risch,Committee on Foreign Relations,"Subcommittee on East Asia, the Pacific, and International Cybersecurity Policy",,,no-bucket,0.000,,unmatched
James,Risch,Committee on Foreign Relations,Subcommittee on Europe and Regional Security Cooperation,,,no-bucket,0.000,,unmatched
James,Risch,Committee on Foreign Relations,"Subcommittee on Multilateral International Development, Multilateral Institutions, and International Economic, Energy, and Environmental Policy",,,no-bucket,0.000,,unmatched
James,Risch,Committee on Foreign Relations,"Subcommittee on Near East, South Asia, Central Asia, and Counterterrorism",,,no-bucket,0.000,,unmatched
James,Risch,Committee on Foreign Relations,"Subcommittee on State Department and USAID Management, International Operations, and Bilateral International Development",,,no-bucket,0.000,,unmatched
James,Risch,Committee on Foreign Relations,"Subcommittee on Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women's Issues",,,no-bucket,0.000,,unmatched
James,Risch,Committee on Small Business and Entrepreneurship,,,,no-bucket,0.000,,unmatched
James,Risch,Select Committee on Ethics,,,,no-bucket,0.000,,unmatched
James,Risch,Select Committee on Intelligence,,,,no-bucket,0.000,,unmatched
James,Risch,United States Senate Caucus on International Narcotics Control,,,,no-bucket,0.000,,unmatched
Luz,Rivas,Natural Resources,,,,no-bucket,0.000,,unmatched
Luz,Rivas,"Science, Space, and Technology",,,,no-bucket,0.000,,unmatched
Harold,Rogers,Appropriations,,,,first-fuzzy-low,0.667,,unmatched
Mike,Rogers,Armed Services,,N00024759,H2AL03032,alias-gated-fuzzy,0.952,Mike D Rogers,matched
John,Rose,Agriculture,,N00041599,H8TN06094,alias-gated-fuzzy,1.000,John Rose,matched
John,Rose,Financial Services,,N00041599,H8TN06094,alias-gated-fuzzy,1.000,John Rose,matched
Jacky,Rosen,Committee on Armed Services,Subcommittee on Cybersecurity,,,no-bucket,0.000,,unmatched
Jacky,Rosen,Committee on Armed Services,Subcommittee on Emerging Threats and Capabilities,,,no-bucket,0.000,,unmatched
Jacky,Rosen,Committee on Armed Services,Subcommittee on Strategic Forces,,,no-bucket,0.000,,unmatched
Jacky,Rosen,"Committee on Commerce, Science, and Transportation","Subcommittee on Aviation, Space, and Innovation",,,no-bucket,0.000,,unmatched
Jacky,Rosen,"Committee on Commerce, Science, and Transportation","Subcommittee on Science, Manufacturing, and Competitiveness",,,no-bucket,0.000,,unmatched
Jacky,Rosen,"Committee on Commerce, Science, and Transportation",Subcommittee on Telecommunications and Media,,,no-bucket,0.000,,unmatched
Jacky,Rosen,Committee on Foreign Relations,"Subcommittee on Multilateral International Development, Multilateral Institutions, and International Economic, Energy, and Environmental Policy",,,no-bucket,0.000,,unmatched
Jacky,Rosen,Committee on Foreign Relations,"Subcommittee on Near East, South Asia, Central Asia, and Counterterrorism",,,no-bucket,0.000,,unmatched
Jacky,Rosen,Committee on Foreign Relations,"Subcommittee on Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women's Issues",,,no-bucket,0.000,,unmatched
Jacky,Rosen,Committee on Small Business and Entrepreneurship,,,,no-bucket,0.000,,unmatched
Deborah,Ross,Ethics,,N00038565,H0NC02125,alias-gated-fuzzy,1.000,Deborah Ross,matched
Deborah,Ross,Judiciary,,N00038565,H0NC02125,alias-gated-fuzzy,1.000,Deborah Ross,matched
Deborah,Ross,"Science, Space, and Technology",,N00038565,H0NC02125,alias-gated-fuzzy,1.000,Deborah Ross,matched
Mike,Rounds,Commission on Security and Cooperation in Europe,,,,no-bucket,0.000,,unmatched
Mike,Rounds,Committee on Appropriations,"Subcommittee on Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",,,no-bucket,0.000,,unmatched
Mike,Rounds,Committee on Appropriations,"Subcommittee on Department of Interior, Environment, and Related Agencies",,,no-bucket,0.000,,unmatched
Mike,Rounds,Committee on Appropriations,"Subcommittee on Departments of Labor, Health and Human Services, and Education, and Related Agencies",,,no-bucket,0.000,,unmatched
Mike,Rounds,Committee on Appropriations,Subcommittee on Energy and Water Development,,,no-bucket,0.000,,unmatched
Mike,Rounds,Committee on Appropriations,Subcommittee on Legislative Branch,,,no-bucket,0.000,,unmatched
Mike,Rounds,Committee on Appropriations,"Subcommittee on Military Construction, Veterans Affairs, and Related Agencies",,,no-bucket,0.000,,unmatched
Mike,Rounds,Committee on Armed Services,Subcommittee on Cybersecurity,,,no-bucket,0.000,,unmatched
Mike,Rounds,Committee on Armed Services,Subcommittee on Emerging Threats and Capabilities,,,no-bucket,0.000,,unmatched
Mike,Rounds,Committee on Armed Services,Subcommittee on Strategic Forces,,,no-bucket,0.000,,unmatched
Mike,Rounds,"Committee on Banking, Housing, and Urban Affairs",Subcommittee on Economic Policy,,,no-bucket,0.000,,unmatched
Mike,Rounds,"Committee on Banking, Housing, and Urban Affairs","Subcommittee on Housing, Transportation, and Community Development",,,no-bucket,0.000,,unmatched
Mike,Rounds,"Committee on Banking, Housing, and Urban Affairs","Subcommittee on Securities, Insurance, and Investment",,,no-bucket,0.000,,unmatched
Mike,Rounds,Committee on Indian Affairs,,,,no-bucket,0.000,,unmatched
Mike,Rounds,Select Committee on Intelligence,,,,no-bucket,0.000,,unmatched
David,Rouzer,Agriculture,,N00033527,H2NC07096,alias-gated-fuzzy,1.000,David Rouzer,matched
David,Rouzer,"Science, Space, and Technology",,N00033527,H2NC07096,alias-gated-fuzzy,1.000,David Rouzer,matched
David,Rouzer,Transportation and Infrastructure,,N00033527,H2NC07096,alias-gated-fuzzy,1.000,David Rouzer,matched
Chip,Roy,Budget,,N00042268,H8TX21307,alias-gated-fuzzy,1.000,Chip Roy,matched
Chip,Roy,Judiciary,,N00042268,H8TX21307,alias-gated-fuzzy,1.000,Chip Roy,matched
Chip,Roy,Rules,,N00042268,H8TX21307,alias-gated-fuzzy,1.000,Chip Roy,matched
Raul,Ruiz,Energy and Commerce,,N00033510,H2CA36439,alias-gated-fuzzy,1.000,Raul Ruiz,matched
Michael,Rulli,Education and Workforce,,,,no-bucket,0.000,,unmatched
Michael,Rulli,Energy and Commerce,,,,no-bucket,0.000,,unmatched
John,Rutherford,Appropriations,,N00039777,H6FL04105,alias-gated-fuzzy,1.000,John Rutherford,matched
John,Rutherford,Ethics,,N00039777,H6FL04105,alias-gated-fuzzy,1.000,John Rutherford,matched
Patrick,Ryan,Armed Services,,,,first-fuzzy-low,0.600,,unmatched
Patrick,Ryan,Transportation and Infrastructure,,,,first-fuzzy-low,0.600,,unmatched
Maria,Salazar,Financial Services,,N00042810,H8FL27185,alias-gated-fuzzy,1.000,Maria Salazar,matched
Maria,Salazar,Foreign Affairs,,N00042810,H8FL27185,alias-gated-fuzzy,1.000,Maria Salazar,matched
Andrea,Salinas,Agriculture,,N00049738,H2OR06066,alias-gated-fuzzy,1.000,Andrea Salinas,matched
Andrea,Salinas,"Science, Space, and Technology",,N00049738,H2OR06066,alias-gated-fuzzy,1.000,Andrea Salinas,matched
Linda,Sanchez,Ways and Means,,N00024870,H2CA39078,alias-gated-fuzzy,1.000,Linda Sanchez,matched
Bernard,Sanders,Committee on Environment and Public Works,"Subcommittee on Chemical Safety, Waste Management, Environmental Justice, and Regulatory Oversight",,,first-fuzzy-low,0.333,,unmatched
Bernard,Sanders,Committee on Environment and Public Works,"Subcommittee on Clean Air, Climate, and Nuclear Innovation and Safety",,,first-fuzzy-low,0.333,,unmatched
Bernard,Sanders,Committee on Environment and Public Works,"Subcommittee on Fisheries, Wildlife, and Water",,,first-fuzzy-low,0.333,,unmatched
Bernard,Sanders,Committee on Finance,Subcommittee on Health Care,,,first-fuzzy-low,0.333,,unmatched
Bernard,Sanders,Committee on Finance,"Subcommittee on Social Security, Pensions, and Family Policy",,,first-fuzzy-low,0.333,,unmatched
Bernard,Sanders,Committee on Finance,Subcommittee on Taxation and IRS Oversight,,,first-fuzzy-low,0.333,,unmatched
Bernard,Sanders,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Education and the American Family,,,first-fuzzy-low,0.333,,unmatched
Bernard,Sanders,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Employment and Workplace Safety,,,first-fuzzy-low,0.333,,unmatched
Bernard,Sanders,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Primary Health and Retirement Security,,,first-fuzzy-low,0.333,,unmatched
Bernard,Sanders,Committee on the Budget,,,,first-fuzzy-low,0.333,,unmatched
Bernard,Sanders,Committee on Veterans' Affairs,,,,first-fuzzy-low,0.333,,unmatched
Steve,Scalise,,,N00009660,H0LA01087,alias-gated-fuzzy,1.000,Steve Scalise,matched
Mary,Scanlon,Judiciary,,N00042706,H8PA07200,alias-gated-fuzzy,0.880,Mary Gay Scanlon,unsure
Mary,Scanlon,Rules,,N00042706,H8PA07200,alias-gated-fuzzy,0.880,Mary Gay Scanlon,unsure
Janice,Schakowsky,Energy and Commerce,,,,first-fuzzy-low,0.667,,unmatched
Brian,Schatz,Committee on Appropriations,"Subcommittee on Commerce, Justice, Science, and Related Agencies",N00028138,S4HI00136,alias-gated-fuzzy,1.000,Brian Schatz,matched
Brian,Schatz,Committee on Appropriations,Subcommittee on Department of Defense,N00028138,S4HI00136,alias-gated-fuzzy,1.000,Brian Schatz,matched
Brian,Schatz,Committee on Appropriations,"Subcommittee on Departments of Labor, Health and Human Services, and Education, and Related Agencies",N00028138,S4HI00136,alias-gated-fuzzy,1.000,Brian Schatz,matched
Brian,Schatz,Committee on Appropriations,"Subcommittee on Military Construction, Veterans Affairs, and Related Agencies",N00028138,S4HI00136,alias-gated-fuzzy,1.000,Brian Schatz,matched
Brian,Schatz,Committee on Appropriations,"Subcommittee on State, Foreign Operations, and Related Programs",N00028138,S4HI00136,alias-gated-fuzzy,1.000,Brian Schatz,matched
Brian,Schatz,Committee on Appropriations,"Subcommittee on Transportation, Housing and Urban Development, and Related Agencies",N00028138,S4HI00136,alias-gated-fuzzy,1.000,Brian Schatz,matched
Brian,Schatz,"Committee on Commerce, Science, and Transportation","Subcommittee on Coast Guard, Maritime, and Fisheries",N00028138,S4HI00136,alias-gated-fuzzy,1.000,Brian Schatz,matched
Brian,Schatz,"Committee on Commerce, Science, and Transportation","Subcommittee on Consumer Protection, Technology, and Data Privacy",N00028138,S4HI00136,alias-gated-fuzzy,1.000,Brian Schatz,matched
Brian,Schatz,"Committee on Commerce, Science, and Transportation","Subcommittee on Surface Transportation, Freight, Pipelines, and Safety",N00028138,S4HI00136,alias-gated-fuzzy,1.000,Brian Schatz,matched
Brian,Schatz,"Committee on Commerce, Science, and Transportation",Subcommittee on Telecommunications and Media,N00028138,S4HI00136,alias-gated-fuzzy,1.000,Brian Schatz,matched
Brian,Schatz,Committee on Foreign Relations,"Subcommittee on East Asia, the Pacific, and International Cybersecurity Policy",N00028138,S4HI00136,alias-gated-fuzzy,1.000,Brian Schatz,matched
Brian,Schatz,Committee on Foreign Relations,Subcommittee on Europe and Regional Security Cooperation,N00028138,S4HI00136,alias-gated-fuzzy,1.000,Brian Schatz,matched
Brian,Schatz,Committee on Foreign Relations,"Subcommittee on Multilateral International Development, Multilateral Institutions, and International Economic, Energy, and Environmental Policy",N00028138,S4HI00136,alias-gated-fuzzy,1.000,Brian Schatz,matched
Brian,Schatz,Committee on Indian Affairs,,N00028138,S4HI00136,alias-gated-fuzzy,1.000,Brian Schatz,matched
Brian,Schatz,Select Committee on Ethics,,N00028138,S4HI00136,alias-gated-fuzzy,1.000,Brian Schatz,matched
Adam,Schiff,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Commodities, Derivatives, Risk Management, and Trade",N00009585,H0CA27085,alias-gated-fuzzy,1.000,Adam Schiff,matched
Adam,Schiff,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Conservation, Forestry, Natural Resources, and Biotechnology",N00009585,H0CA27085,alias-gated-fuzzy,1.000,Adam Schiff,matched
Adam,Schiff,Committee on Environment and Public Works,"Subcommittee on Clean Air, Climate, and Nuclear Innovation and Safety",N00009585,H0CA27085,alias-gated-fuzzy,1.000,Adam Schiff,matched
Adam,Schiff,Committee on Environment and Public Works,"Subcommittee on Fisheries, Wildlife, and Water",N00009585,H0CA27085,alias-gated-fuzzy,1.000,Adam Schiff,matched
Adam,Schiff,Committee on Environment and Public Works,Subcommittee on Transportation and Infrastructure,N00009585,H0CA27085,alias-gated-fuzzy,1.000,Adam Schiff,matched
Adam,Schiff,Committee on Small Business and Entrepreneurship,,N00009585,H0CA27085,alias-gated-fuzzy,1.000,Adam Schiff,matched
Adam,Schiff,Committee on the Judiciary,"Subcommittee on Antitrust, Competition Policy, and Consumer Rights",N00009585,H0CA27085,alias-gated-fuzzy,1.000,Adam Schiff,matched
Adam,Schiff,Committee on the Judiciary,Subcommittee on Intellectual Property,N00009585,H0CA27085,alias-gated-fuzzy,1.000,Adam Schiff,matched
Adam,Schiff,Committee on the Judiciary,"Subcommittee on Privacy, Technology, and the Law",N00009585,H0CA27085,alias-gated-fuzzy,1.000,Adam Schiff,matched
Adam,Schiff,Committee on the Judiciary,Subcommittee on the Constitution,N00009585,H0CA27085,alias-gated-fuzzy,1.000,Adam Schiff,matched
Derek,Schmidt,Armed Services,,,,first-fuzzy-low,0.333,,unmatched
Derek,Schmidt,Judiciary,,,,first-fuzzy-low,0.333,,unmatched
Derek,Schmidt,Small Business,,,,first-fuzzy-low,0.333,,unmatched
Eric,Schmitt,Committee on Armed Services,Subcommittee on Airland,N00048414,S2MO00544,alias-gated-fuzzy,1.000,Eric Schmitt,matched
Eric,Schmitt,Committee on Armed Services,Subcommittee on Cybersecurity,N00048414,S2MO00544,alias-gated-fuzzy,1.000,Eric Schmitt,matched
Eric,Schmitt,Committee on Armed Services,Subcommittee on Emerging Threats and Capabilities,N00048414,S2MO00544,alias-gated-fuzzy,1.000,Eric Schmitt,matched
Eric,Schmitt,Committee on Armed Services,Subcommittee on Readiness and Management Support,N00048414,S2MO00544,alias-gated-fuzzy,1.000,Eric Schmitt,matched
Eric,Schmitt,"Committee on Commerce, Science, and Transportation","Subcommittee on Aviation, Space, and Innovation",N00048414,S2MO00544,alias-gated-fuzzy,1.000,Eric Schmitt,matched
Eric,Schmitt,"Committee on Commerce, Science, and Transportation","Subcommittee on Science, Manufacturing, and Competitiveness",N00048414,S2MO00544,alias-gated-fuzzy,1.000,Eric Schmitt,matched
Eric,Schmitt,"Committee on Commerce, Science, and Transportation","Subcommittee on Surface Transportation, Freight, Pipelines, and Safety",N00048414,S2MO00544,alias-gated-fuzzy,1.000,Eric Schmitt,matched
Eric,Schmitt,"Committee on Commerce, Science, and Transportation",Subcommittee on Telecommunications and Media,N00048414,S2MO00544,alias-gated-fuzzy,1.000,Eric Schmitt,matched
Eric,Schmitt,Committee on the Judiciary,"Subcommittee on Antitrust, Competition Policy, and Consumer Rights",N00048414,S2MO00544,alias-gated-fuzzy,1.000,Eric Schmitt,matched
Eric,Schmitt,Committee on the Judiciary,"Subcommittee on Federal Courts, Oversight, Agency Action, and Federal Rights",N00048414,S2MO00544,alias-gated-fuzzy,1.000,Eric Schmitt,matched
Eric,Schmitt,Committee on the Judiciary,Subcommittee on Intellectual Property,N00048414,S2MO00544,alias-gated-fuzzy,1.000,Eric Schmitt,matched
Eric,Schmitt,Committee on the Judiciary,Subcommittee on the Constitution,N00048414,S2MO00544,alias-gated-fuzzy,1.000,Eric Schmitt,matched
Eric,Schmitt,Joint Economic Committee,,N00048414,S2MO00544,alias-gated-fuzzy,1.000,Eric Schmitt,matched
Bradley,Schneider,Foreign Affairs,,,,first-fuzzy-low,0.727,,unmatched
Bradley,Schneider,Ways and Means,,,,first-fuzzy-low,0.727,,unmatched
Hillary,Scholten,Small Business,,N00044885,H0MI03316,alias-gated-fuzzy,1.000,Hillary Scholten,matched
Hillary,Scholten,Transportation and Infrastructure,,N00044885,H0MI03316,alias-gated-fuzzy,1.000,Hillary Scholten,matched
Kim,Schrier,Energy and Commerce,,N00041606,H8WA08189,alias-gated-fuzzy,1.000,Kim Schrier,matched
Charles,Schumer,Committee on Rules and Administration,,N00001093,S8NY00082,alias-gated-fuzzy,0.966,Charles E Schumer,matched
Charles,Schumer,Joint Congressional Committee on Inaugural Ceremonies - 2024,,N00001093,S8NY00082,alias-gated-fuzzy,0.966,Charles E Schumer,matched
Charles,Schumer,Select Committee on Intelligence,,N00001093,S8NY00082,alias-gated-fuzzy,0.966,Charles E Schumer,matched
David,Schweikert,Ways and Means,,N00006460,H4AZ06045,alias-gated-fuzzy,1.000,David Schweikert,matched
Austin,Scott,Agriculture,,N00032457,H0GA08099,alias-gated-fuzzy,1.000,Austin Scott,matched
Austin,Scott,Armed Services,,N00032457,H0GA08099,alias-gated-fuzzy,1.000,Austin Scott,matched
Austin,Scott,Intelligence,,N00032457,H0GA08099,alias-gated-fuzzy,1.000,Austin Scott,matched
Austin,Scott,Rules,,N00032457,H0GA08099,alias-gated-fuzzy,1.000,Austin Scott,matched
David,Scott,Agriculture,,N00024871,H2GA13012,alias-gated-fuzzy,1.000,David Scott,matched
David,Scott,Financial Services,,N00024871,H2GA13012,alias-gated-fuzzy,1.000,David Scott,matched
Rick,Scott,Committee on Armed Services,Subcommittee on Personnel,,,first-fuzzy-low,0.400,,unmatched
Rick,Scott,Committee on Armed Services,Subcommittee on Readiness and Management Support,,,first-fuzzy-low,0.400,,unmatched
Rick,Scott,Committee on Armed Services,Subcommittee on Seapower,,,first-fuzzy-low,0.400,,unmatched
Rick,Scott,Committee on Foreign Relations,"Subcommittee on Near East, South Asia, Central Asia, and Counterterrorism",,,first-fuzzy-low,0.400,,unmatched
Rick,Scott,Committee on Foreign Relations,"Subcommittee on State Department and USAID Management, International Operations, and Bilateral International Development",,,first-fuzzy-low,0.400,,unmatched
Rick,Scott,Committee on Foreign Relations,"Subcommittee on Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women's Issues",,,first-fuzzy-low,0.400,,unmatched
Rick,Scott,Committee on Homeland Security and Governmental Affairs,Permanent Subcommittee on Investigations,,,first-fuzzy-low,0.400,,unmatched
Rick,Scott,Committee on Homeland Security and Governmental Affairs,"Subcommittee on Disaster Management, District of Columbia, and Census",,,first-fuzzy-low,0.400,,unmatched
Rick,Scott,Committee on the Budget,,,,first-fuzzy-low,0.400,,unmatched
Rick,Scott,Special Committee on Aging,,,,first-fuzzy-low,0.400,,unmatched
Robert,Scott,Budget,,N00002147,H6VA01117,alias-gated-fuzzy,0.667,Bobby Scott,unsure
Robert,Scott,Education and Workforce,,N00002147,H6VA01117,alias-gated-fuzzy,0.667,Bobby Scott,unsure
Tim,Scott,"Committee on Banking, Housing, and Urban Affairs",Subcommittee on Digital Assets,N00031782,S4SC00240,alias-gated-fuzzy,1.000,Tim Scott,matched
Tim,Scott,"Committee on Banking, Housing, and Urban Affairs",Subcommittee on Economic Policy,N00031782,S4SC00240,alias-gated-fuzzy,1.000,Tim Scott,matched
Tim,Scott,"Committee on Banking, Housing, and Urban Affairs",Subcommittee on Financial Institutions and Consumer Protection,N00031782,S4SC00240,alias-gated-fuzzy,1.000,Tim Scott,matched
Tim,Scott,"Committee on Banking, Housing, and Urban Affairs","Subcommittee on Housing, Transportation, and Community Development",N00031782,S4SC00240,alias-gated-fuzzy,1.000,Tim Scott,matched
Tim,Scott,"Committee on Banking, Housing, and Urban Affairs",Subcommittee on National Security and International Trade and Finance,N00031782,S4SC00240,alias-gated-fuzzy,1.000,Tim Scott,matched
Tim,Scott,"Committee on Banking, Housing, and Urban Affairs","Subcommittee on Securities, Insurance, and Investment",N00031782,S4SC00240,alias-gated-fuzzy,1.000,Tim Scott,matched
Tim,Scott,Committee on Finance,"Subcommittee on Energy, Natural Resources, and Infrastructure",N00031782,S4SC00240,alias-gated-fuzzy,1.000,Tim Scott,matched
Tim,Scott,Committee on Finance,Subcommittee on Health Care,N00031782,S4SC00240,alias-gated-fuzzy,1.000,Tim Scott,matched
Tim,Scott,Committee on Finance,"Subcommittee on International Trade, Customs, and Global Competitiveness",N00031782,S4SC00240,alias-gated-fuzzy,1.000,Tim Scott,matched
Tim,Scott,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Education and the American Family,N00031782,S4SC00240,alias-gated-fuzzy,1.000,Tim Scott,matched
Tim,Scott,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Employment and Workplace Safety,N00031782,S4SC00240,alias-gated-fuzzy,1.000,Tim Scott,matched
Tim,Scott,Committee on Small Business and Entrepreneurship,,N00031782,S4SC00240,alias-gated-fuzzy,1.000,Tim Scott,matched
Keith,Self,Foreign Affairs,,N00049337,H2TX03290,alias-gated-fuzzy,1.000,Keith Self,matched
Keith,Self,"Science, Space, and Technology",,N00049337,H2TX03290,alias-gated-fuzzy,1.000,Keith Self,matched
Keith,Self,Veterans' Affairs,,N00049337,H2TX03290,alias-gated-fuzzy,1.000,Keith Self,matched
Pete,Sessions,Financial Services,,N00005681,H2TX03126,alias-gated-fuzzy,1.000,Pete Sessions,matched
Pete,Sessions,Oversight and Government Reform,,N00005681,H2TX03126,alias-gated-fuzzy,1.000,Pete Sessions,matched
Terri,Sewell,House Administration,,N00030622,H0AL07086,alias-gated-fuzzy,1.000,Terri Sewell,matched
Terri,Sewell,Ways and Means,,N00030622,H0AL07086,alias-gated-fuzzy,1.000,Terri Sewell,matched
Jeanne,Shaheen,Commission on Security and Cooperation in Europe,,,,first-fuzzy-low,0.364,,unmatched
Jeanne,Shaheen,Committee on Appropriations,"Subcommittee on Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",,,first-fuzzy-low,0.364,,unmatched
Jeanne,Shaheen,Committee on Appropriations,"Subcommittee on Commerce, Justice, Science, and Related Agencies",,,first-fuzzy-low,0.364,,unmatched
Jeanne,Shaheen,Committee on Appropriations,Subcommittee on Department of Defense,,,first-fuzzy-low,0.364,,unmatched
Jeanne,Shaheen,Committee on Appropriations,Subcommittee on Department of Homeland Security,,,first-fuzzy-low,0.364,,unmatched
Jeanne,Shaheen,Committee on Appropriations,"Subcommittee on Departments of Labor, Health and Human Services, and Education, and Related Agencies",,,first-fuzzy-low,0.364,,unmatched
Jeanne,Shaheen,Committee on Appropriations,"Subcommittee on State, Foreign Operations, and Related Programs",,,first-fuzzy-low,0.364,,unmatched
Jeanne,Shaheen,Committee on Armed Services,Subcommittee on Emerging Threats and Capabilities,,,first-fuzzy-low,0.364,,unmatched
Jeanne,Shaheen,Committee on Armed Services,Subcommittee on Readiness and Management Support,,,first-fuzzy-low,0.364,,unmatched
Jeanne,Shaheen,Committee on Armed Services,Subcommittee on Seapower,,,first-fuzzy-low,0.364,,unmatched
Jeanne,Shaheen,Committee on Foreign Relations,Subcommittee on Africa and Global Health Policy,,,first-fuzzy-low,0.364,,unmatched
Jeanne,Shaheen,Committee on Foreign Relations,"Subcommittee on East Asia, the Pacific, and International Cybersecurity Policy",,,first-fuzzy-low,0.364,,unmatched
Jeanne,Shaheen,Committee on Foreign Relations,Subcommittee on Europe and Regional Security Cooperation,,,first-fuzzy-low,0.364,,unmatched
Jeanne,Shaheen,Committee on Foreign Relations,"Subcommittee on Multilateral International Development, Multilateral Institutions, and International Economic, Energy, and Environmental Policy",,,first-fuzzy-low,0.364,,unmatched
Jeanne,Shaheen,Committee on Foreign Relations,"Subcommittee on Near East, South Asia, Central Asia, and Counterterrorism",,,first-fuzzy-low,0.364,,unmatched
Jeanne,Shaheen,Committee on Foreign Relations,"Subcommittee on State Department and USAID Management, International Operations, and Bilateral International Development",,,first-fuzzy-low,0.364,,unmatched
Jeanne,Shaheen,Committee on Foreign Relations,"Subcommittee on Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women's Issues",,,first-fuzzy-low,0.364,,unmatched
Jeanne,Shaheen,Committee on Small Business and Entrepreneurship,,,,first-fuzzy-low,0.364,,unmatched
Jeanne,Shaheen,Select Committee on Ethics,,,,first-fuzzy-low,0.364,,unmatched
Tim,Sheehy,Committee on Armed Services,Subcommittee on Emerging Threats and Capabilities,,,no-bucket,0.000,,unmatched
Tim,Sheehy,Committee on Armed Services,Subcommittee on Readiness and Management Support,,,no-bucket,0.000,,unmatched
Tim,Sheehy,Committee on Armed Services,Subcommittee on Seapower,,,no-bucket,0.000,,unmatched
Tim,Sheehy,"Committee on Commerce, Science, and Transportation","Subcommittee on Aviation, Space, and Innovation",,,no-bucket,0.000,,unmatched
Tim,Sheehy,"Committee on Commerce, Science, and Transportation","Subcommittee on Coast Guard, Maritime, and Fisheries",,,no-bucket,0.000,,unmatched
Tim,Sheehy,"Committee on Commerce, Science, and Transportation",Subcommittee on Telecommunications and Media,,,no-bucket,0.000,,unmatched
Tim,Sheehy,Committee on Veterans' Affairs,,,,no-bucket,0.000,,unmatched
Brad,Sherman,Financial Services,,N00006897,H6CA24113,alias-gated-fuzzy,1.000,Brad Sherman,matched
Brad,Sherman,Foreign Affairs,,N00006897,H6CA24113,alias-gated-fuzzy,1.000,Brad Sherman,matched
Mikie,Sherrill,Armed Services,,N00041154,H8NJ11142,alias-gated-fuzzy,1.000,Mikie Sherrill,matched
Mikie,Sherrill,Select Comm on the Strategic Competition US and China,,N00041154,H8NJ11142,alias-gated-fuzzy,1.000,Mikie Sherrill,matched
Jefferson,Shreve,Foreign Affairs,,,,no-bucket,0.000,,unmatched
Jefferson,Shreve,Transportation and Infrastructure,,,,no-bucket,0.000,,unmatched
Lateefah,Simon,Oversight and Government Reform,,,,first-fuzzy-low,0.286,,unmatched
Lateefah,Simon,Small Business,,,,first-fuzzy-low,0.286,,unmatched
Michael,Simpson,Appropriations,,N00006263,H8ID02064,alias-gated-fuzzy,0.800,Mike Simpson,unsure
Elissa,Slotkin,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Commodities, Derivatives, Risk Management, and Trade",N00041357,H8MI08102,alias-gated-fuzzy,1.000,Elissa Slotkin,matched
Elissa,Slotkin,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Livestock, Dairy, Poultry, and Food Safety",N00041357,H8MI08102,alias-gated-fuzzy,1.000,Elissa Slotkin,matched
Elissa,Slotkin,Committee on Armed Services,Subcommittee on Airland,N00041357,H8MI08102,alias-gated-fuzzy,1.000,Elissa Slotkin,matched
Elissa,Slotkin,Committee on Armed Services,Subcommittee on Cybersecurity,N00041357,H8MI08102,alias-gated-fuzzy,1.000,Elissa Slotkin,matched
Elissa,Slotkin,Committee on Armed Services,Subcommittee on Emerging Threats and Capabilities,N00041357,H8MI08102,alias-gated-fuzzy,1.000,Elissa Slotkin,matched
Elissa,Slotkin,Committee on Homeland Security and Governmental Affairs,"Subcommittee on Border Management, Federal Workforce, and Regulatory Affairs",N00041357,H8MI08102,alias-gated-fuzzy,1.000,Elissa Slotkin,matched
Elissa,Slotkin,Committee on Homeland Security and Governmental Affairs,"Subcommittee on Disaster Management, District of Columbia, and Census",N00041357,H8MI08102,alias-gated-fuzzy,1.000,Elissa Slotkin,matched
Elissa,Slotkin,Committee on Veterans' Affairs,,N00041357,H8MI08102,alias-gated-fuzzy,1.000,Elissa Slotkin,matched
Adam,Smith,Armed Services,,N00007833,H6WA09025,alias-gated-fuzzy,1.000,Adam Smith,matched
