givenName,familyName,middleName,unaccentedGivenName,unaccentedFamilyName,unaccentedMiddleName,nickName,bioguideid,honorificPrefix,honorificSuffix,honorificTitle,birthYear,deathYear,congresses
Stacey,Plaskett,E.,Stacey,Plaskett,E.,,P000610,,,,1966,,"[{""position"":""Delegate"",""congressNumber"":114,""stateName"":""VI"",""parties"":[""Democrat""]},{""position"":""Delegate"",""congressNumber"":115,""stateName"":""VI"",""parties"":[""Democrat""]},{""position"":""Delegate"",""congressNumber"":116,""stateName"":""VI"",""parties"":[""Democrat""]},{""position"":""Delegate"",""congressNumber"":117,""stateName"":""VI"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Delegate"",""congressNumber"":118,""stateName"":""VI"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Delegate"",""congressNumber"":119,""stateName"":""VI"",""parties"":[""Democrat""],""electionCirca"":false}]"
Mark,Pocan,,Mark,Pocan,,,P000607,,,,1964,,"[{""position"":""Representative"",""congressNumber"":113,""stateName"":""WI"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""WI"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""WI"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""WI"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""WI"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":118,""stateName"":""WI"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""WI"",""parties"":[""Democrat""],""electionCirca"":false}]"
Nellie,Pou,,Nellie,Pou,,,P000621,,,,1956,,"[{""position"":""Representative"",""congressNumber"":119,""stateName"":""NJ"",""parties"":[""Democrat""],""electionDate"":""2024-11-05"",""electionCirca"":false}]"
Ayanna,Pressley,,Ayanna,Pressley,,,P000617,,,,1974,,"[{""position"":""Representative"",""congressNumber"":117,""stateName"":""MA"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":116,""stateName"":""MA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":118,""stateName"":""MA"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""MA"",""parties"":[""Democrat""],""electionCirca"":false}]"
Mike,Quigley,,Mike,Quigley,,,Q000023,,,,1958,,"[{""position"":""Representative"",""congressNumber"":111,""stateName"":""IL"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":112,""stateName"":""IL"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":113,""stateName"":""IL"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""IL"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""IL"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""IL"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""IL"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":118,""stateName"":""IL"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""IL"",""parties"":[""Democrat""],""electionCirca"":false}]"
Aumua,Radewagen,Amata Coleman,Aumua,Radewagen,Amata Coleman,,R000600,Ms.,,,1947,,"[{""position"":""Delegate"",""congressNumber"":114,""stateName"":""AS"",""parties"":[""Republican""]},{""position"":""Delegate"",""congressNumber"":115,""stateName"":""AS"",""parties"":[""Republican""]},{""position"":""Delegate"",""congressNumber"":116,""stateName"":""AS"",""parties"":[""Republican""]},{""position"":""Delegate"",""congressNumber"":117,""stateName"":""AS"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Delegate"",""congressNumber"":118,""stateName"":""AS"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Delegate"",""congressNumber"":119,""stateName"":""AS"",""parties"":[""Republican""],""electionCirca"":false}]"
Delia,Ramirez,,Delia,Ramirez,,,R000617,,,,1983,,"[{""position"":""Representative"",""congressNumber"":118,""stateName"":""IL"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""IL"",""parties"":[""Democrat""],""electionCirca"":false}]"
Emily,Randall,,Emily,Randall,,,R000621,,,,1985,,"[{""position"":""Representative"",""congressNumber"":119,""stateName"":""WA"",""parties"":[""Democrat""],""electionDate"":""2024-11-05"",""electionCirca"":false}]"
Jamie,Raskin,Ben,Jamie,Raskin,Ben,,R000606,,,,1962,,"[{""position"":""Representative"",""congressNumber"":117,""stateName"":""MD"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":115,""stateName"":""MD"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""MD"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":118,""stateName"":""MD"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""MD"",""parties"":[""Democrat""],""electionCirca"":false}]"
John,Reed,F.,John,Reed,F.,Jack,R000122,,,,1949,,"[{""position"":""Representative"",""congressNumber"":102,""stateName"":""RI"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":103,""stateName"":""RI"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":104,""stateName"":""RI"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":105,""stateName"":""RI"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":106,""stateName"":""RI"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":107,""stateName"":""RI"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":108,""stateName"":""RI"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":109,""stateName"":""RI"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":110,""stateName"":""RI"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":111,""stateName"":""RI"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":112,""stateName"":""RI"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":113,""stateName"":""RI"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":114,""stateName"":""RI"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""RI"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""RI"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""RI"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""RI"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":119,""stateName"":""RI"",""parties"":[""Democrat""],""electionCirca"":false}]"
Guy,Reschenthaler,,Guy,Reschenthaler,,,R000610,,,,1983,,"[{""position"":""Representative"",""congressNumber"":117,""stateName"":""PA"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":116,""stateName"":""PA"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":118,""stateName"":""PA"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""PA"",""parties"":[""Republican""],""electionCirca"":false}]"
John,Ricketts,Peter,John,Ricketts,Peter,Pete,R000618,,,,1964,,"[{""position"":""Senator"",""congressNumber"":118,""stateName"":""NE"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":119,""stateName"":""NE"",""parties"":[""Republican""],""electionCirca"":false}]"
Josh,Riley,,Josh,Riley,,,R000622,,,,1981,,"[{""position"":""Representative"",""congressNumber"":119,""stateName"":""NY"",""parties"":[""Democrat""],""electionCirca"":false}]"
James,Risch,,James,Risch,,,R000584,,,,1943,,"[{""position"":""Senator"",""congressNumber"":111,""stateName"":""ID"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":112,""stateName"":""ID"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":113,""stateName"":""ID"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":114,""stateName"":""ID"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""ID"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""ID"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""ID"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""ID"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":119,""stateName"":""ID"",""parties"":[""Republican""],""electionCirca"":false}]"
Luz,Rivas,M.,Luz,Rivas,M.,,R000620,,,,1974,,"[{""position"":""Representative"",""congressNumber"":119,""stateName"":""CA"",""parties"":[""Democrat""],""electionCirca"":false}]"
Harold,Rogers,Dallas,Harold,Rogers,Dallas,Hal,R000395,,,,1937,,"[{""position"":""Representative"",""congressNumber"":97,""stateName"":""KY"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":98,""stateName"":""KY"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":99,""stateName"":""KY"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":100,""stateName"":""KY"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":101,""stateName"":""KY"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":102,""stateName"":""KY"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":103,""stateName"":""KY"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":104,""stateName"":""KY"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":105,""stateName"":""KY"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":106,""stateName"":""KY"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":107,""stateName"":""KY"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":108,""stateName"":""KY"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":109,""stateName"":""KY"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":110,""stateName"":""KY"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":111,""stateName"":""KY"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":112,""stateName"":""KY"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":113,""stateName"":""KY"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""KY"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""KY"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""KY"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""KY"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":118,""stateName"":""KY"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""KY"",""parties"":[""Republican""],""electionCirca"":false}]"
Michael,Rogers,Dennis,Michael,Rogers,Dennis,,R000575,,,,1958,,"[{""position"":""Representative"",""congressNumber"":108,""stateName"":""AL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":109,""stateName"":""AL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":110,""stateName"":""AL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":111,""stateName"":""AL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":112,""stateName"":""AL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":113,""stateName"":""AL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""AL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""AL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""AL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""AL"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":118,""stateName"":""AL"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""AL"",""parties"":[""Republican""],""electionDate"":""2024-11-05"",""electionCirca"":false}]"
John,Rose,,John,Rose,,,R000612,,,,1965,,"[{""position"":""Representative"",""congressNumber"":116,""stateName"":""TN"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""TN"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":118,""stateName"":""TN"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""TN"",""parties"":[""Republican""],""electionDate"":""2024-11-05"",""electionCirca"":false}]"
Jacklyn,Rosen,Sheryl,Jacklyn,Rosen,Sheryl,,R000608,,,,1957,,"[{""position"":""Representative"",""congressNumber"":115,""stateName"":""NV"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""NV"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""NV"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""NV"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":119,""stateName"":""NV"",""parties"":[""Democrat""],""electionCirca"":false}]"
Deborah,Ross,K.,Deborah,Ross,K.,,R000305,Ms.,,,1963,,"[{""position"":""Representative"",""congressNumber"":117,""stateName"":""NC"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":118,""stateName"":""NC"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""NC"",""parties"":[""Democrat""],""electionCirca"":false}]"
Marion,Rounds,Michael,Marion,Rounds,Michael,Mike,R000605,,,,1954,,"[{""position"":""Senator"",""congressNumber"":114,""stateName"":""SD"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""SD"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""SD"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""SD"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""SD"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":119,""stateName"":""SD"",""parties"":[""Republican""],""electionCirca"":false}]"
David,Rouzer,,David,Rouzer,,,R000603,,,,1972,,"[{""position"":""Representative"",""congressNumber"":114,""stateName"":""NC"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""NC"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""NC"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""NC"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":118,""stateName"":""NC"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""NC"",""parties"":[""Republican""],""electionCirca"":false}]"
Charles,Roy,,Charles,Roy,,Chip,R000614,,,,1972,,"[{""position"":""Representative"",""congressNumber"":117,""stateName"":""TX"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":116,""stateName"":""TX"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":118,""stateName"":""TX"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""TX"",""parties"":[""Republican""],""electionDate"":""2024-11-05"",""electionCirca"":false}]"
Marco,Rubio,,Marco,Rubio,,,R000595,,,,1971,,"[{""position"":""Senator"",""congressNumber"":112,""stateName"":""FL"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":113,""stateName"":""FL"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":114,""stateName"":""FL"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""FL"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""FL"",""parties"":[""Republican""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""FL"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""FL"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":119,""stateName"":""FL"",""parties"":[""Republican""],""electionCirca"":false}]"
Raul,Ruiz,,Raul,Ruiz,,,R000599,,,,1972,,"[{""position"":""Representative"",""congressNumber"":113,""stateName"":""CA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""CA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""CA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""CA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""CA"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":118,""stateName"":""CA"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""CA"",""parties"":[""Democrat""],""electionCirca"":false}]"
Michael,Rulli,,Michael,Rulli,,,R000619,,,,1969,,"[{""position"":""Representative"",""congressNumber"":118,""stateName"":""OH"",""parties"":[""Republican""],""electionDate"":""2024-06-11"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""OH"",""parties"":[""Republican""],""electionCirca"":false}]"
John,Rutherford,Henry,John,Rutherford,Henry,,R000609,,,,1952,,"[{""position"":""Representative"",""congressNumber"":117,""stateName"":""FL"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":115,""stateName"":""FL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""FL"",""parties"":[""Republican""]},{""position"":""Representative"",""congressNumber"":118,""stateName"":""FL"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""FL"",""parties"":[""Republican""],""electionCirca"":false}]"
Patrick,Ryan,,Patrick,Ryan,,,R000579,,,,1982,,"[{""position"":""Representative"",""congressNumber"":117,""stateName"":""NY"",""parties"":[""Democrat""],""electionDate"":""2022-08-23"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":118,""stateName"":""NY"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""NY"",""parties"":[""Democrat""],""electionCirca"":false}]"
Maria,Salazar,Elvira,Maria,Salazar,Elvira,,S000168,Ms.,,,1961,,"[{""position"":""Representative"",""congressNumber"":117,""stateName"":""FL"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":118,""stateName"":""FL"",""parties"":[""Republican""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""FL"",""parties"":[""Republican""],""electionCirca"":false}]"
Andrea,Salinas,,Andrea,Salinas,,,S001226,,,,1969,,"[{""position"":""Representative"",""congressNumber"":118,""stateName"":""OR"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""OR"",""parties"":[""Democrat""],""electionDate"":""2024-11-05"",""electionCirca"":false}]"
Linda,Sanchez,T.,Linda,Sanchez,T.,,S001156,,,,1969,,"[{""position"":""Representative"",""congressNumber"":108,""stateName"":""CA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":109,""stateName"":""CA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":110,""stateName"":""CA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":111,""stateName"":""CA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":112,""stateName"":""CA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":113,""stateName"":""CA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""CA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""CA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""CA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""CA"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":118,""stateName"":""CA"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""CA"",""parties"":[""Democrat""],""electionCirca"":false}]"
Bernard,Sanders,,Bernard,Sanders,,,S000033,,,,1941,,"[{""position"":""Representative"",""congressNumber"":102,""stateName"":""VT"",""parties"":[""Independent""]},{""position"":""Representative"",""congressNumber"":103,""stateName"":""VT"",""parties"":[""Independent""]},{""position"":""Representative"",""congressNumber"":104,""stateName"":""VT"",""parties"":[""Independent""]},{""position"":""Representative"",""congressNumber"":105,""stateName"":""VT"",""parties"":[""Independent""]},{""position"":""Representative"",""congressNumber"":106,""stateName"":""VT"",""parties"":[""Independent""]},{""position"":""Representative"",""congressNumber"":107,""stateName"":""VT"",""parties"":[""Independent""]},{""position"":""Representative"",""congressNumber"":108,""stateName"":""VT"",""parties"":[""Independent""]},{""position"":""Representative"",""congressNumber"":109,""stateName"":""VT"",""parties"":[""Independent""]},{""position"":""Senator"",""congressNumber"":110,""stateName"":""VT"",""parties"":[""Independent""]},{""position"":""Senator"",""congressNumber"":111,""stateName"":""VT"",""parties"":[""Independent""]},{""position"":""Senator"",""congressNumber"":112,""stateName"":""VT"",""parties"":[""Independent""]},{""position"":""Senator"",""congressNumber"":113,""stateName"":""VT"",""parties"":[""Independent""]},{""position"":""Senator"",""congressNumber"":114,""stateName"":""VT"",""parties"":[""Independent""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""VT"",""parties"":[""Independent""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""VT"",""parties"":[""Independent""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""VT"",""parties"":[""Independent""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""VT"",""parties"":[""Independent""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":119,""stateName"":""VT"",""parties"":[""Independent""],""electionCirca"":false}]"
Steve,Scalise,,Steve,Scalise,,,S001176,,,,1965,,"[{""position"":""Representative"",""congressNumber"":110,""stateName"":""LA"",""parties"":[""Republican""],""electionDate"":""2008-05-03"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":111,""stateName"":""LA"",""parties"":[""Republican""],""electionDate"":""2008-11-04"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":112,""stateName"":""LA"",""parties"":[""Republican""],""electionDate"":""2010-11-02"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":113,""stateName"":""LA"",""parties"":[""Republican""],""electionDate"":""2012-11-06"",""electionCirca"":false,""leadershipPositions"":[{""position"":""Republican Whip"",""startDate"":""2014-06-19"",""startCirca"":false}]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""LA"",""parties"":[""Republican""],""electionDate"":""2014-11-04"",""electionCirca"":false,""leadershipPositions"":[{""position"":""Republican Whip"",""startDate"":""2015-01-06"",""startCirca"":false}]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""LA"",""parties"":[""Republican""],""leadershipPositions"":[{""position"":""Republican Whip"",""startCirca"":false,""endCirca"":false}]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""LA"",""parties"":[""Republican""],""leadershipPositions"":[{""position"":""Republican Whip"",""startCirca"":false,""endCirca"":false}]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""LA"",""parties"":[""Republican""],""electionCirca"":false,""leadershipPositions"":[{""position"":""Republican Whip"",""startCirca"":false,""endCirca"":false}]},{""position"":""Representative"",""congressNumber"":118,""stateName"":""LA"",""parties"":[""Republican""],""electionCirca"":false,""leadershipPositions"":[{""position"":""Majority Leader"",""startCirca"":false,""endCirca"":false}]},{""position"":""Representative"",""congressNumber"":119,""stateName"":""LA"",""parties"":[""Republican""],""electionCirca"":false,""leadershipPositions"":[{""position"":""Majority Leader"",""startCirca"":false,""endCirca"":false}]}]"
Mary,Scanlon,Gay,Mary,Scanlon,Gay,,S001205,,,,1959,,"[{""position"":""Representative"",""congressNumber"":117,""stateName"":""PA"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":115,""stateName"":""PA"",""parties"":[""Democrat""],""electionDate"":""2018-11-06"",""electionCirca"":false},{""position"":""Representative"",""congressNumber"":116,""stateName"":""PA"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":118,""stateName"":""PA"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""PA"",""parties"":[""Democrat""],""electionCirca"":false}]"
Janice,Schakowsky,D.,Janice,Schakowsky,D.,,S001145,,,,1944,,"[{""position"":""Representative"",""congressNumber"":106,""stateName"":""IL"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":107,""stateName"":""IL"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":108,""stateName"":""IL"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":109,""stateName"":""IL"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":110,""stateName"":""IL"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":111,""stateName"":""IL"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":112,""stateName"":""IL"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":113,""stateName"":""IL"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":114,""stateName"":""IL"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":115,""stateName"":""IL"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":116,""stateName"":""IL"",""parties"":[""Democrat""]},{""position"":""Representative"",""congressNumber"":117,""stateName"":""IL"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":118,""stateName"":""IL"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Representative"",""congressNumber"":119,""stateName"":""IL"",""parties"":[""Democrat""],""electionCirca"":false}]"
Brian,Schatz,Emanuel,Brian,Schatz,Emanuel,,S001194,,,,1972,,"[{""position"":""Senator"",""congressNumber"":112,""stateName"":""HI"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":113,""stateName"":""HI"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":114,""stateName"":""HI"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":115,""stateName"":""HI"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":116,""stateName"":""HI"",""parties"":[""Democrat""]},{""position"":""Senator"",""congressNumber"":117,""stateName"":""HI"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":118,""stateName"":""HI"",""parties"":[""Democrat""],""electionCirca"":false},{""position"":""Senator"",""congressNumber"":119,""stateName"":""HI"",""parties"":[""Democrat""],""electionCirca"":false}]"
