first_name,last_name,slug_name,slug_url,Top Contributor 1,amount 1,Top Contributor 2,amount 2,Top Contributor 3,amount 3,Top Industry 1,industry amount 1,Top Industry 2,industry amount 2,Top Industry 3,industry amount 3,Top Contributor 1,amount 1,Top Contributor 2,amount 2,Top Contributor 3,amount 3,Top Industry 1,industry amount 1,Top Industry 2,industry amount 2,Top Industry 3,industry amount 3,top_contributors,top_industries
Tim,Burchett,tim-burchett,https://www.opensecrets.org/members-of-congress/tim-burchett/summary?cid=N00041594,,,,,,,,,,,,,,,,,,,,,,,,,"Clayton Homes ($13,200); DeRoyal Industries ($13,200); Knoxville Museum of Art ($13,200); Williams Co (Tennessee) ($13,200); American Israel Public Affairs Cmte ($10,834)","Retired ($182,676); Republican/Conservative ($70,319); Real Estate ($45,844); Health Professionals ($24,839); General Contractors ($20,880)"
Eric,Burlison,eric-burlison,https://www.opensecrets.org/members-of-congress/eric-burlison/summary?cid=N00049123,,,,,,,,,,,,,,,,,,,,,,,,,"Hunter Engineering ($26,400); Elevance Health ($10,001); Ameren Corp ($10,000); Cigna Corp ($10,000); CVS Health ($10,000)","Automotive ($61,305); Retired ($56,143); Leadership PACs ($47,500); Railroads ($37,110); Health Professionals ($30,671)"
Janelle S.,Bynum,janelle-s-bynum,https://www.opensecrets.org/campaign-expenditures/vendor?vendor=Janelle+Bynum+for+Congress&year=2024,,,,,,,,,,,,,,,,,,,,,,,,,,
Ken,Calvert,ken-calvert,https://www.opensecrets.org/members-of-congress/ken-calvert/summary?cid=N00007099,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($620,597); Lockheed Martin ($62,000); L3Harris Technologies ($50,000); AM General Corp ($44,623); Astranis ($39,700)","Pro-Israel ($734,463); Leadership PACs ($644,300); Retired ($548,946); Real Estate ($461,420); Securities & Investment ($441,237)"
Kat,Cammack,kat-cammack,https://www.opensecrets.org/members-of-congress/kat-cammack/summary?cid=N00045978,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($25,360); Andreessen Horowitz ($19,800); Gleim Publications ($18,600); University of Florida ($17,553); Perry-Mccall Construction ($15,000)","Retired ($175,574); Crop Production & Basic Processing ($160,601); Republican/Conservative ($147,702); Real Estate ($91,435); Automotive ($76,818)"
Maria,Cantwell,maria-cantwell,https://www.opensecrets.org/members-of-congress/cantwell-maria/summary?cid=N00007836&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($219,250); T-Mobile USA ($121,350); Microsoft Corp ($118,361); University of Washington ($71,229); Amazon.com ($66,447)","Retired ($1,781,021); Securities & Investment ($772,027); Lawyers/Law Firms ($761,021); Lobbyists ($677,998); Real Estate ($663,467)"
Shelley Moore,Capito,shelley-moore-capito,https://www.opensecrets.org/members-of-congress/capito-shelley-moore/summary?cid=N00009771&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"Williams Companies ($49,200); Blackstone Group ($46,800); FirstEnergy Corp ($45,325); GEO Group ($43,500); Senior Star ($41,900)","Retired ($495,347); Securities & Investment ($489,960); Oil & Gas ($402,766); Leadership PACs ($382,499); Lawyers/Law Firms ($265,310)"
Salud O.,Carbajal,salud-o-carbajal,https://www.opensecrets.org/members-of-congress/carbajal-salud/summary?cid=N00037015&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"Tiger Moon Group ($19,800); Advanced Scientific Concepts ($13,200); Gilbert & Jacki Cisneros Foundation ($13,200); Grotenhuis Investments ($13,200); Sonos Inc ($13,200)","Retired ($246,620); Democratic/Liberal ($228,920); Real Estate ($92,027); Transportation Unions ($62,312); Lawyers/Law Firms ($62,300)"
Mike,Carey,mike-carey,https://www.opensecrets.org/members-of-congress/mike-carey/summary?cid=N00048568,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($34,150); Nationwide ($21,900); Select Medical Corp ($18,300); DCI Group ($17,700); New York Life Insurance ($15,250)","Insurance ($172,551); Lobbyists ($153,538); Lawyers/Law Firms ($127,670); Real Estate ($119,275); Oil & Gas ($109,150)"
André,Carson,andre-carson,https://www.opensecrets.org/members-of-congress/andre-carson/summary?cid=N00029513,,,,,,,,,,,,,,,,,,,,,,,,,"Bose, McKinney & Evans ($10,284); Elevance Health ($10,010); Allison Transmission ($10,000); Ally Financial ($10,000); American Crystal Sugar ($10,000)","Health Professionals ($60,532); Transportation Unions ($60,500); Building Trade Unions ($50,000); Air Transport ($39,251); Lawyers/Law Firms ($38,310)"
"Earl L. ""Buddy""",Carter,earl-l-buddy-carter,https://www.opensecrets.org/members-of-congress/carter-buddy/summary?cid=N00035346&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($35,666); Daniel Defense LLC ($16,000); National Community Pharmacists Assn ($14,000); Resource & Land Consultants ($13,200); Yancey Brothers ($13,200)","Health Professionals ($324,271); Pharmaceuticals/Health Products ($245,034); Retired ($140,755); Leadership PACs ($131,600); Oil & Gas ($76,752)"
John R.,Carter,john-r-carter,https://www.opensecrets.org/members-of-congress/carter-john/summary?cid=N00025095&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"Scientific Research Corp ($27,000); Trident Research ($26,400); Ametrine Inc ($25,600); Standard Industries ($23,100); Trideum Corp ($19,800)","Lobbyists ($115,000); Misc Defense ($111,200); Defense Electronics ($90,000); Electronics Mfg & Equip ($81,480); Leadership PACs ($76,100)"
Troy A.,Carter,troy-a-carter,https://www.opensecrets.org/members-of-congress/carter-troy/summary?cid=N00025766&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($41,350); Edison Chouest Offshore ($22,840); LHC Group ($20,000); River Birch Inc ($19,800); Entergy Corp ($17,995)","Lawyers/Law Firms ($150,533); Sea Transport ($87,640); Lobbyists ($81,025); Insurance ($70,800); Pro-Israel ($69,350)"
Greg,Casar,greg-casar,https://www.opensecrets.org/members-of-congress/greg-casar/summary?cid=N00049855,,,,,,,,,,,,,,,,,,,,,,,,,"Service Employees International Union ($20,000); Husch Blackwell LLP ($10,600); UNITE HERE ($10,512); National Union of Healthcare Workers ($10,364); Carpenters & Joiners Union ($10,000)","Building Trade Unions ($71,000); Lawyers/Law Firms ($69,175); Misc Unions ($61,989); Retired ($59,427); Public Sector Unions ($46,647)"
Ed,Case,ed-case,https://www.opensecrets.org/members-of-congress/ed-case/summary?cid=N00025882,,,,,,,,,,,,,,,,,,,,,,,,,"Across the Aisle PAC ($10,000); American Council of Engineering Cos ($10,000); American Federation of Teachers ($10,000); American Hotel & Lodging Assn ($10,000); Chugach Alaska ($10,000)","Misc Defense ($59,000); Defense Aerospace ($49,300); Public Sector Unions ($34,000); Building Trade Unions ($27,000); Securities & Investment ($25,128)"
Bill,Cassidy,bill-cassidy,https://www.opensecrets.org/members-of-congress/cassidy-bill/summary?cid=N00030245&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"Welsh, Carson et al ($146,180); Ochsner Health System ($132,245); Andreessen Horowitz ($69,000); NorPAC ($59,200); No Labels Problem Solvers ($58,400)","Securities & Investment ($1,518,572); Health Professionals ($1,294,078); Retired ($1,003,769); Pharmaceuticals/Health Products ($710,924); Real Estate ($653,142)"
Sean,Casten,sean-casten,https://www.opensecrets.org/members-of-congress/sean-casten/summary?cid=N00041338,,,,,,,,,,,,,,,,,,,,,,,,,"Argonne National Laboratory ($28,260); JStreetPAC ($28,125); Grippo & Elden ($26,400); Lone Pine Capital ($26,400); CME Group ($24,400)","Retired ($389,822); Securities & Investment ($267,015); Lawyers/Law Firms ($191,399); Education ($125,256); Commercial Banks ($116,717)"
Kathy,Castor,kathy-castor,https://www.opensecrets.org/members-of-congress/kathy-castor/summary?cid=N00027514,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($23,960); Comcast Corp ($18,000); Service Employees International Union ($15,000); National Assn of Broadcasters ($13,000); AFLAC Inc ($10,000)","Health Professionals ($131,556); Retired ($66,820); Lawyers/Law Firms ($61,830); Telecom Services ($60,500); Insurance ($51,143)"
Joaquin,Castro,joaquin-castro,https://www.opensecrets.org/members-of-congress/joaquin-castro/summary?cid=N00033316,,,,,,,,,,,,,,,,,,,,,,,,,"Sean N Parker Foundation ($13,200); American Federation of State/Cnty/Munic Employees ($10,000); Border Health ($10,000); Laborers Union/Midwest Region ($10,000); Machinists/Aerospace Workers Union ($10,000)","Lawyers/Law Firms ($50,646); Retired ($42,594); Public Sector Unions ($37,000); Health Professionals ($32,604); Non-Profit Institutions ($29,728)"
Sheila,Cherfilus-McCormick,sheila-cherfilus-mccormick,https://www.opensecrets.org/members-of-congress/sheila-cherfilus-mccormick/summary?cid=N00043504,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($123,388); Service Employees International Union ($20,000); Figgers Communications ($19,800); Carnival Cruise Lines ($13,200); Figgers Law ($13,200)","Pro-Israel ($154,268); Lawyers/Law Firms ($47,175); Public Sector Unions ($28,500); Building Trade Unions ($27,500); Crop Production & Basic Processing ($27,100)"
Judy,Chu,judy-chu,https://www.opensecrets.org/members-of-congress/judy-chu/summary?cid=N00030600,,,,,,,,,,,,,,,,,,,,,,,,,"Select Medical Corp ($15,000); Mebo International ($13,200); Sean N Parker Foundation ($13,200); Comcast Corp ($12,800); Garfield Health Center ($12,800)","Health Professionals ($95,986); Real Estate ($94,050); Retired ($76,133); Human Rights ($58,870); Public Sector Unions ($51,000)"
Juan,Ciscomani,juan-ciscomani,https://www.opensecrets.org/members-of-congress/juan-ciscomani/summary?cid=N00049039,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($618,522); Hsl Properties ($46,700); Cottonwood Properties ($34,270); DCI Group ($27,950); RTX Corp ($24,483)","Retired ($1,087,838); Pro-Israel ($755,164); Leadership PACs ($652,610); Real Estate ($473,680); Securities & Investment ($424,298)"
Gilbert Ray,Cisneros,gilbert-ray-cisneros,https://www.opensecrets.org/members-of-congress/gil-cisneros/summary?cid=N00041464,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($26,100); Gilbert & Jacki Cisneros Foundation ($23,660); Wareham Development ($13,200); Philatron Wire & Cable ($12,600); AmeriPAC: The Fund for a Greater America ($10,000)","Leadership PACs ($91,900); Retired ($59,378); Real Estate ($49,070); Health Professionals ($31,830); Pro-Israel ($31,350)"
Katherine M.,Clark,katherine-m-clark,https://www.opensecrets.org/members-of-congress/clark-katherine/summary?cid=N00035278&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($371,347); Google Inc ($33,485); Capital Group ($32,500); Liberty Mutual Insurance ($31,350); JStreetPAC ($31,000)","Securities & Investment ($474,353); Pro-Israel ($416,359); Insurance ($283,751); Pharmaceuticals/Health Products ($272,556); Lobbyists ($270,410)"
Yvette D.,Clarke,yvette-d-clarke,https://www.opensecrets.org/members-of-congress/clarke-yvette/summary?cid=N00026961&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"Service Employees International Union ($18,000); JStreetPAC ($13,700); Dell Technologies ($10,500); National Assn of Broadcasters ($10,500); New York Life Insurance ($10,150)","Health Professionals ($94,932); Lobbyists ($72,070); Pharmaceuticals/Health Products ($64,500); Telecom Services ($58,466); Electric Utilities ($50,150)"
Emanuel,Cleaver,emanuel-cleaver,https://www.opensecrets.org/members-of-congress/emanuel-cleaver/summary?cid=N00026790,,,,,,,,,,,,,,,,,,,,,,,,,"Blackstone Group ($26,400); Kit Bond Strategies ($12,750); National Assn of Realtors ($12,000); Hallmark Cards ($11,620); America's Credit Unions ($11,000)","Insurance ($188,540); Real Estate ($152,830); Securities & Investment ($110,350); Retired ($75,418); Commercial Banks ($60,510)"
Ben,Cline,ben-cline,https://www.opensecrets.org/members-of-congress/ben-cline/summary?cid=N00042296,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($22,501); Dynamic Aviation ($16,600); House Freedom Fund ($13,850); National Assn of Broadcasters ($12,300); BWX Technologies ($10,500)","Retired ($102,674); Republican/Conservative ($46,675); Telecom Services ($44,000); Real Estate ($40,126); TV/Movies/Music ($38,800)"
Michael,Cloud,michael-cloud,https://www.opensecrets.org/members-of-congress/michael-cloud/summary?cid=N00041882,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($23,001); House Freedom Fund ($21,300); CL Thomas Inc ($13,825); Saulsbury Industries ($13,200); Cheniere Energy ($10,000)","Retired ($75,689); Republican/Conservative ($44,289); Oil & Gas ($44,000); Livestock ($36,149); Crop Production & Basic Processing ($28,110)"
James E.,Clyburn,james-e-clyburn,https://www.opensecrets.org/members-of-congress/clyburn-james-e/summary?cid=N00002408&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"PricewaterhouseCoopers ($15,500); American Israel Public Affairs Cmte ($14,350); Truist Financial ($13,360); NCTA the Internet & Television Assn ($13,000); Wells Fargo ($12,028)","Electric Utilities ($117,850); Insurance ($108,607); Securities & Investment ($102,546); Retired ($101,059); Lawyers/Law Firms ($95,940)"
Andrew S.,Clyde,andrew-s-clyde,https://www.opensecrets.org/members-of-congress/clyde-andrew/summary?cid=N00046654&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"House Freedom Fund ($36,900); Adv Digital Cable ($24,999); Rac Properties of Athens ($13,200); Syfan Logistics ($11,600); National Assn of Realtors ($10,000)","Republican/Conservative ($70,905); Real Estate ($29,767); Retired ($28,611); Lobbyists ($20,850); Misc Manufacturing & Distributing ($20,800)"
Steve,Cohen,steve-cohen,https://www.opensecrets.org/members-of-congress/steve-cohen/summary?cid=N00003225,,,,,,,,,,,,,,,,,,,,,,,,,"FedEx Corp ($13,300); Federal Aviation Admin Managers Assn ($11,500); Allied Pilots Assn ($10,000); American Assn for Justice ($10,000); American Crystal Sugar ($10,000)","Transportation Unions ($87,500); Air Transport ($86,300); Public Sector Unions ($47,000); Lawyers/Law Firms ($35,100); Industrial Unions ($30,000)"
Tom,Cole,tom-cole,https://www.opensecrets.org/members-of-congress/tom-cole/summary?cid=N00025726,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($552,806); Chickasaw Nation ($42,200); Cornerstone Government Affairs ($26,850); Hilliary Communications ($26,400); Senior Star ($26,400)","Pro-Israel ($575,156); Leadership PACs ($454,135); Lobbyists ($271,425); Oil & Gas ($221,650); Casinos/Gambling ($171,050)"
Mike,Collins,mike-collins,https://www.opensecrets.org/members-of-congress/mike-collins/summary?cid=N00035370,,,,,,,,,,,,,,,,,,,,,,,,,"Georgia Crown Distributing ($26,400); J&M Tank Lines ($16,905); Hanna Capital LLC ($13,200); Yancey Brothers ($13,200); Home Depot ($10,268)","Retired ($626,095); Building Materials & Equipment ($57,986); Real Estate ($46,927); Food & Beverage ($43,877); Leadership PACs ($34,100)"
Susan M.,Collins,susan-m-collins,https://www.opensecrets.org/members-of-congress/collins-susan-m/summary?cid=N00000491&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"Blackstone Group ($97,050); Lockheed Martin ($78,004); Senior Star ($67,700); Republican Jewish Coalition ($60,067); Southwest Airlines ($59,033)","Retired ($5,927,921); Securities & Investment ($2,256,610); Real Estate ($1,468,742); Lawyers/Law Firms ($824,509); Health Professionals ($706,483)"
James,Comer,james-comer,https://www.opensecrets.org/members-of-congress/james-comer/summary?cid=N00038260,,,,,,,,,,,,,,,,,,,,,,,,,"New York Cancer & Blood Specialists ($98,650); Cassidy Organization ($39,600); Peck Enterprises ($25,100); Swift & Staley ($21,400); American Israel Public Affairs Cmte ($18,400)","Retired ($2,945,967); Republican/Conservative ($390,433); Health Professionals ($275,271); Real Estate ($170,785); Lawyers/Law Firms ($104,298)"
Herbert C.,Conaway,herbert-c-conaway,https://www.opensecrets.org/officeholders/herbert-c-conaway-jr/summary?cycle=2024&id=6389645,,,,,,,,,,,,,,,,,,,,,,,,,,
Gerald E.,Connolly,gerald-e-connolly,https://www.opensecrets.org/members-of-congress/gerry-connolly/summary?cid=N00029891,,,,,,,,,,,,,,,,,,,,,,,,,"GBA Assoc ($24,000); Fairfax County, VA ($20,190); Service Employees International Union ($20,050); Casepoint ($19,800); 300brand ($17,500)","Retired ($227,709); Electronics Mfg & Equip ($117,534); Public Sector Unions ($113,105); Misc Defense ($100,699); Lawyers/Law Firms ($93,601)"
Christopher A.,Coons,christopher-a-coons,https://www.opensecrets.org/members-of-congress/chris-coons/summary?cid=N00031820,,,,,,,,,,,,,,,,,,,,,,,,,"Young, Conaway et al ($101,800); Apollo Global Management ($95,200); Jane Street Capital ($70,600); K&L Gates ($41,605); Amgen Inc ($39,300)","Securities & Investment ($937,885); Lawyers/Law Firms ($912,601); Real Estate ($468,297); Pharmaceuticals/Health Products ($441,866); Lobbyists ($318,985)"
John,Cornyn,john-cornyn,https://www.opensecrets.org/members-of-congress/cornyn-john/summary?cid=N00024852&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"Apollo Global Management ($137,600); Blackstone Group ($105,125); Welsh, Carson et al ($64,500); United Airlines ($52,591); State of Texas ($48,210)","Retired ($6,190,005); Securities & Investment ($2,539,490); Republican/Conservative ($2,459,495); Real Estate ($1,563,556); Oil & Gas ($1,455,445)"
J. Luis,Correa,j-luis-correa,https://www.opensecrets.org/members-of-congress/correa-lou/summary?cid=N00037260&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"Sanderson J Ray Development ($20,700); New Democrat Coalition ($16,500); American Israel Public Affairs Cmte ($16,206); Google Inc ($14,900); America's Credit Unions ($10,000)","Pharmaceuticals/Health Products ($94,500); Real Estate ($67,800); Oil & Gas ($64,000); Insurance ($40,600); Retail Sales ($40,000)"
Catherine,Cortez Masto,catherine-cortez-masto,https://www.opensecrets.org/members-of-congress/catherine-cortez-masto/summary?cid=N00037161,,,,,,,,,,,,,,,,,,,,,,,,,"EMILY's List ($537,103); JStreetPAC ($241,976); Google Inc ($98,463); Microsoft Corp ($83,429); MGM Resorts International ($63,733)","Retired ($9,698,561); Lawyers/Law Firms ($2,999,182); Education ($2,023,375); Securities & Investment ($1,949,929); Health Professionals ($1,581,022)"
Jim,Costa,jim-costa,https://www.opensecrets.org/members-of-congress/jim-costa/summary?cid=N00026341,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($136,472); Wonderful Co ($16,500); California Strategies ($14,600); Forhan Co ($13,200); Joseph Gallo Farms ($13,200)","Crop Production & Basic Processing ($164,950); Pro-Israel ($141,472); Agricultural Services/Products ($127,150); Oil & Gas ($95,000); Dairy ($60,350)"
Tom,Cotton,tom-cotton,https://www.opensecrets.org/members-of-congress/cotton-tom/summary?cid=N00033363&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"Apollo Global Management ($77,700); Stephens Inc ($46,376); McNa Dental Plans ($45,300); Apollo Management ($33,600); Pro-israel America PAC ($33,550)","Retired ($3,328,545); Securities & Investment ($1,601,517); Republican/Conservative ($1,436,276); Real Estate ($696,794); Leadership PACs ($371,100)"
Joe,Courtney,joe-courtney,https://www.opensecrets.org/members-of-congress/joe-courtney/summary?cid=N00024842,,,,,,,,,,,,,,,,,,,,,,,,,"Electric Boat Corp ($43,956); General Dynamics ($18,110); American Israel Public Affairs Cmte ($11,925); Kaman Corp ($11,000); Honeywell International ($10,075)","Retired ($102,894); Misc Defense ($97,466); Defense Aerospace ($74,111); Leadership PACs ($49,000); Health Professionals ($47,102)"
Angie,Craig,angie-craig,https://www.opensecrets.org/members-of-congress/angie-craig/summary?cid=N00037039,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($327,675); University of Minnesota ($57,071); EMILY's List ($48,689); End Citizens United ($34,460); Digidems PAC ($30,872)","Retired ($921,851); Securities & Investment ($545,526); Lawyers/Law Firms ($358,732); Pro-Israel ($349,159); Leadership PACs ($331,253)"
Kevin,Cramer,kevin-cramer,https://www.opensecrets.org/members-of-congress/cramer-kevin/summary?cid=N00004614&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($251,927); Energy Transfer Partners ($46,200); Hess Corp ($42,500); Curaleaf Inc ($34,805); Microsoft Corp ($29,825)","Retired ($858,330); Oil & Gas ($508,448); Securities & Investment ($507,023); Leadership PACs ($366,000); Real Estate ($335,438)"
Elijah,Crane,elijah-crane,https://www.opensecrets.org/members-of-congress/crane-eli/summary?cid=N00048953&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"House Freedom Fund ($199,994); Site Development Inc ($27,084); Senate Conservatives Fund ($15,427); Acadia Auto Auctions ($12,215); Martens Development ($11,100)","Retired ($4,720,902); Republican/Conservative ($383,305); Real Estate ($165,703); Health Professionals ($111,435); Civil Servants/Public Officials ($48,621)"
Jeff,Crank,jeff-crank,https://www.opensecrets.org/members-of-congress/jeffrey-g-crank/summary?cid=N00028132&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"Equity Group ($19,800); Nor'Wood Foundation ($19,800); Classic Homes ($16,500); Bluestaq ($13,200); Matrix Design Group (Colorado) ($13,200)","Retired ($152,170); Leadership PACs ($109,800); Real Estate ($53,441); Republican/Conservative ($45,131); Oil & Gas ($33,181)"
Mike,Crapo,mike-crapo,https://www.opensecrets.org/members-of-congress/mike-crapo/summary?cid=N00006267,,,,,,,,,,,,,,,,,,,,,,,,,"UnitedHealth Group ($119,900); Apollo Global Management ($52,850); Elevance Health ($49,900); American Israel Public Affairs Cmte ($45,550); Capital Group ($45,000)","Securities & Investment ($704,833); Leadership PACs ($507,700); Insurance ($446,558); Pharmaceuticals/Health Products ($372,507); Real Estate ($301,090)"
"Eric A. ""Rick""",Crawford,eric-a-rick-crawford,https://www.opensecrets.org/members-of-congress/crawford-rick/summary?cid=N00030770&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"Herzog Contracting ($52,900); Boeing Co ($11,000); American Israel Public Affairs Cmte ($10,750); American Crystal Sugar ($10,500); Union Pacific Corp ($10,500)","Crop Production & Basic Processing ($81,470); General Contractors ($76,900); Agricultural Services/Products ($75,250); Air Transport ($63,750); Railroads ($44,800)"
